user_id,membership_type,total_order_cnt,total_cost,avg_coupon_amt,avg_point_amt,weekly_order_cnt,monthly_order_cnt,avg_cost,avg_item_cost,last_date
rrKBBO6JrGmeFR7,100,1.0,28000.0,0.0,0.0,1.0,1.0,28000.0,0.0,2020-03-20
lJxIsvUbxr87jfJ,100,1.0,10000.0,0.0,0.0,1.0,1.0,10000.0,0.0,2020-02-20
Qze8vBbefoG75rc,300,59.0,2180550.0,-1474.5762711864406,0.0,2.5652173913043477,9.833333333333334,36958.47,32119.49,2020-06-06
JH6ROBkcvSNFplL,100,1.0,38500.0,0.0,0.0,1.0,1.0,38500.0,31000.0,2020-01-13
zGUALCQBKv3UA9T,100,1.0,27500.0,0.0,0.0,1.0,1.0,27500.0,19000.0,2020-03-01
dV6sBhklunFJBa2,100,1.0,37000.0,0.0,0.0,1.0,1.0,37000.0,33000.0,2020-01-26
QZww69ApmtYQ1Gu,100,1.0,42500.0,0.0,0.0,1.0,1.0,42500.0,39000.0,2020-01-06
6LCtJFjp39RMoIs,100,2.0,42800.0,0.0,0.0,1.0,1.0,21400.0,10000.0,2020-02-26
76qCtC5OEsOYkS3,100,1.0,39000.0,0.0,0.0,1.0,1.0,39000.0,39000.0,2020-01-30
zSGECML4fwIOuLV,300,32.0,779700.0,-937.5,0.0,1.6842105263157894,5.333333333333333,24365.62,11862.5,2020-06-26
D7687SK1VnjrXIM,100,1.0,28000.0,0.0,0.0,1.0,1.0,28000.0,21500.0,2020-03-21
oN5RdL09G70H1es,100,1.0,38500.0,0.0,0.0,1.0,1.0,38500.0,36000.0,2020-01-15
msqmDemX2sUt4M7,100,1.0,42500.0,0.0,0.0,1.0,1.0,42500.0,36000.0,2020-02-24
jbenBZvrLmpT5lg,300,20.0,769300.0,-600.0,0.0,1.6666666666666667,4.0,38465.0,32915.0,2020-05-26
5h7Qzj3iRDIRhL6,100,1.0,43900.0,0.0,0.0,1.0,1.0,43900.0,36900.0,2020-03-25
OetbQZtNrSFJ6Tz,100,1.0,23000.0,0.0,0.0,1.0,1.0,23000.0,0.0,2020-01-04
OfhBnkfkdeArtEW,100,1.0,32800.0,0.0,0.0,1.0,1.0,32800.0,28300.0,2020-04-01
dordZeU8MjNO5l8,100,1.0,8000.0,0.0,0.0,1.0,1.0,8000.0,0.0,2020-05-25
lfpxRIsbmmt6mUQ,100,1.0,26000.0,-5000.0,0.0,1.0,1.0,26000.0,20000.0,2020-01-02
dJmjc3u7uFPBpMm,100,1.0,41500.0,0.0,0.0,1.0,1.0,41500.0,35500.0,2020-01-27
Cx2qs3823IBE50M,100,1.0,24000.0,0.0,0.0,1.0,1.0,24000.0,18000.0,2020-05-01
rBiMSEpLRBOOMGR,100,1.0,15500.0,0.0,0.0,1.0,1.0,15500.0,0.0,2020-03-10
GgXooVB5FoYNMql,100,1.0,25500.0,0.0,0.0,1.0,1.0,25500.0,0.0,2020-01-17
WqUklKn28EJBlEj,100,1.0,44000.0,0.0,0.0,1.0,1.0,44000.0,38000.0,2020-01-19
6dQeKwUeru7KdlB,100,1.0,41000.0,0.0,0.0,1.0,1.0,41000.0,28000.0,2020-01-30
TZ5wUuVST1MycSL,100,1.0,31000.0,0.0,0.0,1.0,1.0,31000.0,25000.0,2020-03-13
dLQya0nsMHiLSGO,100,2.0,39800.0,-4000.0,0.0,1.0,1.0,19900.0,13650.0,2020-02-08
y4lh9K37OBFoXu5,300,28.0,879600.0,-1535.7142857142858,0.0,1.8666666666666667,5.6,31414.29,19014.29,2020-06-29
ty4beqYAuaK7jqO,100,1.0,45500.0,0.0,0.0,1.0,1.0,45500.0,0.0,2020-04-19
GyW1PXxqJftncNo,100,1.0,40500.0,0.0,0.0,1.0,1.0,40500.0,36000.0,2020-01-18
uHTtHUne3Pd9si8,100,1.0,6000.0,-5000.0,0.0,1.0,1.0,6000.0,0.0,2020-01-21
rmL71oAaMyszmj6,100,1.0,34000.0,0.0,0.0,1.0,1.0,34000.0,30000.0,2020-02-02
7C9C60EDkPZ05RF,100,2.0,38400.0,0.0,0.0,2.0,2.0,19200.0,16450.0,2020-05-15
1PJ215iespd9Mdo,100,1.0,46500.0,0.0,0.0,1.0,1.0,46500.0,0.0,2020-01-04
xqPtXwoXsWZMZSB,100,1.0,32000.0,0.0,0.0,1.0,1.0,32000.0,22000.0,2020-05-03
DpHPTCQthwG2Ekr,400,49.0,1484700.0,-448.9795918367347,0.0,1.96,8.166666666666666,30300.0,25963.27,2020-06-30
u7t7UIuZUL53Nxr,500,92.0,3556200.0,-554.3478260869565,0.0,4.380952380952381,18.4,38654.35,34714.13,2020-06-29
yuTSuqScOXBFAVl,400,16.0,728300.0,-562.5,0.0,1.2307692307692308,3.2,45518.75,28112.5,2020-05-28
thcydCZe3zrrEm2,100,1.0,21500.0,0.0,0.0,1.0,1.0,21500.0,17000.0,2020-02-09
kqfSdS2hURIyUwd,100,1.0,17000.0,0.0,0.0,1.0,1.0,17000.0,9000.0,2020-01-07
e05Jf5kBhQuVl6e,100,1.0,34500.0,0.0,0.0,1.0,1.0,34500.0,30000.0,2020-02-21
20MmkKIafmO1xti,100,1.0,41000.0,0.0,0.0,1.0,1.0,41000.0,36000.0,2020-02-15
k6HeJAiBFmYWvT7,100,1.0,27400.0,0.0,0.0,1.0,1.0,27400.0,0.0,2020-04-18
0sYZhAXUb1XywGn,100,1.0,42600.0,0.0,0.0,1.0,1.0,42600.0,34600.0,2020-03-20
Z0iPIHcEAJMBJXp,100,1.0,15900.0,0.0,0.0,1.0,1.0,15900.0,6400.0,2020-03-15
LES7R4k5s8ZDywa,300,67.0,2550670.0,-1059.7014925373135,0.0,2.4814814814814814,11.166666666666666,38069.7,32407.45,2020-06-28
xxft9Bep0S2madu,100,1.0,21500.0,-3000.0,0.0,1.0,1.0,21500.0,17000.0,2020-03-15
xktpS2OHWMz8PTg,100,1.0,22400.0,0.0,0.0,1.0,1.0,22400.0,15400.0,2020-01-06
8MswdswV2Gd8LiJ,100,1.0,42500.0,0.0,0.0,1.0,1.0,42500.0,35000.0,2020-01-30
KW7E5S1VQ3ZH6a3,100,2.0,43000.0,0.0,0.0,1.0,1.0,21500.0,0.0,2020-02-01
kNHxnjZZyVnPcXt,100,3.0,81000.0,0.0,0.0,1.5,3.0,27000.0,12666.67,2020-01-11
tkq9oA1LGCx3ehb,100,1.0,42500.0,0.0,0.0,1.0,1.0,42500.0,40000.0,2020-04-13
auGBM1mDVDyFnaX,400,34.0,1960900.0,-1294.1176470588234,-118.52941176470588,1.7894736842105263,5.666666666666667,57673.53,41908.82,2020-06-28
1jFjNDqiOqof3pR,100,1.0,31000.0,0.0,0.0,1.0,1.0,31000.0,24000.0,2020-01-11
SLNtCEznAJcNLpA,100,1.0,48500.0,0.0,0.0,1.0,1.0,48500.0,46500.0,2020-02-04
AqxhTDQv8SZYu6W,100,1.0,62420.0,-5000.0,0.0,1.0,1.0,62420.0,47000.0,2020-01-05
LI1tXzsP1D4tREM,100,1.0,44000.0,0.0,0.0,1.0,1.0,44000.0,40000.0,2020-02-15
zb20egEr8Hv71NK,100,1.0,31000.0,0.0,0.0,1.0,1.0,31000.0,22000.0,2020-01-07
lLSjcqvQdI1WABQ,100,1.0,46500.0,0.0,0.0,1.0,1.0,46500.0,39000.0,2020-02-24
NRoaai1ffpGBL7Z,300,27.0,684900.0,-1592.5925925925926,-31.11111111111111,2.4545454545454546,5.4,25366.67,17659.26,2020-05-09
CEN1ShHwGid9hQT,300,68.0,2912230.0,-29.41176470588235,0.0,2.9565217391304346,11.333333333333334,42826.91,35917.65,2020-06-30
01mD7dkRD5GV5QV,100,1.0,42000.0,0.0,0.0,1.0,1.0,42000.0,39500.0,2020-02-03
TvDsm9yxt8Mjl7t,100,1.0,23500.0,0.0,0.0,1.0,1.0,23500.0,0.0,2020-01-12
7k7MvpxPRPfzoZq,100,1.0,21000.0,0.0,0.0,1.0,1.0,21000.0,14000.0,2020-02-08
L1lDREn0I4uhNak,100,1.0,20600.0,0.0,0.0,1.0,1.0,20600.0,15100.0,2020-02-12
GsCiFLyNIEBKt4u,100,1.0,13000.0,0.0,0.0,1.0,1.0,13000.0,7000.0,2020-01-27
tWkU9YszX4Dy4rZ,100,1.0,18000.0,0.0,0.0,1.0,1.0,18000.0,10000.0,2020-01-09
k16KAzQvG8aEp05,100,1.0,42500.0,0.0,0.0,1.0,1.0,42500.0,35000.0,2020-02-20
duYn8LMldOELdZt,100,1.0,45500.0,0.0,0.0,1.0,1.0,45500.0,42000.0,2020-01-23
7HkO2mvRCYH5ny7,100,1.0,23000.0,0.0,0.0,1.0,1.0,23000.0,18000.0,2020-02-21
qsHcQo0bJQbN4Y8,100,1.0,27500.0,0.0,0.0,1.0,1.0,27500.0,21000.0,2020-01-10
uVSD2VYMgXpe9vk,100,1.0,30500.0,0.0,0.0,1.0,1.0,30500.0,26000.0,2020-03-21
GUp8bNYXWnfifqn,400,55.0,1755100.0,-927.2727272727273,0.0,2.2,9.166666666666666,31910.91,27465.45,2020-06-30
idYGmu1en15WuSZ,100,1.0,14000.0,0.0,0.0,1.0,1.0,14000.0,7000.0,2020-05-19
EhPV68FlDkwWe24,500,47.0,1394700.0,-978.7234042553191,0.0,2.1363636363636362,7.833333333333333,29674.47,24802.13,2020-06-25
4GCOQD6wUxYeyZ0,100,1.0,39500.0,0.0,0.0,1.0,1.0,39500.0,35000.0,2020-01-10
tw7q8ZqVLkTNLqx,100,1.0,24000.0,0.0,0.0,1.0,1.0,24000.0,24000.0,2020-02-28
Fjiah1fOZKrV7d9,100,1.0,48000.0,0.0,0.0,1.0,1.0,48000.0,48000.0,2020-01-31
Cpdfs2fknJDQGxy,100,1.0,21620.0,0.0,0.0,1.0,1.0,21620.0,6500.0,2020-01-03
QR1hXSyUQsVbC4r,400,29.0,824220.0,-1310.344827586207,0.0,2.4166666666666665,4.833333333333333,28421.38,23282.76,2020-06-24
KF3dIVZxFwjd3Xg,100,1.0,37500.0,0.0,0.0,1.0,1.0,37500.0,22000.0,2020-01-14
sVyPqVS5875j8WU,100,1.0,24000.0,0.0,0.0,1.0,1.0,24000.0,0.0,2020-02-18
41jmafg5iS186bB,100,1.0,17650.0,-5000.0,0.0,1.0,1.0,17650.0,16650.0,2020-02-28
eecyzdJmUkFSoQE,100,1.0,35600.0,0.0,0.0,1.0,1.0,35600.0,31600.0,2020-02-17
2wV8MZKwEu2hqvz,300,28.0,1209660.0,-607.1428571428571,0.0,2.3333333333333335,7.0,43202.14,31928.57,2020-05-18
eEIBa6kPQXXIk9O,400,47.0,1646500.0,-808.5106382978723,0.0,2.0434782608695654,7.833333333333333,35031.91,30840.43,2020-06-27
bL5O3uPH1bFZQih,100,1.0,37500.0,0.0,0.0,1.0,1.0,37500.0,30000.0,2020-02-23
lVfk5ZyLCaigjPE,100,1.0,13500.0,-5000.0,0.0,1.0,1.0,13500.0,7000.0,2020-01-21
Q9PNyEMNKBVkYt3,100,2.0,49000.0,-2000.0,0.0,1.0,1.0,24500.0,18000.0,2020-03-27
bpqo3NC22R0TjNm,100,1.0,21150.0,0.0,0.0,1.0,1.0,21150.0,18650.0,2020-01-19
NnfEGcLWjY6JDvR,100,1.0,25500.0,0.0,0.0,1.0,1.0,25500.0,0.0,2020-02-06
hLvHdctR43pR09T,100,2.0,43900.0,-1000.0,0.0,1.0,1.0,21950.0,16950.0,2020-03-19
aD8BhoZET1vwgU9,100,1.0,23500.0,0.0,0.0,1.0,1.0,23500.0,19000.0,2020-03-06
6GXKiD4KCGxbyrl,100,1.0,24400.0,0.0,0.0,1.0,1.0,24400.0,17900.0,2020-02-05
1TaIP387smcMHn6,100,1.0,50000.0,-5000.0,0.0,1.0,1.0,50000.0,0.0,2020-02-16
wJIiW4Il05DD0Es,100,1.0,23000.0,0.0,0.0,1.0,1.0,23000.0,18500.0,2020-02-02
7ZOngAVcoQX5oyv,100,1.0,44000.0,0.0,0.0,1.0,1.0,44000.0,37000.0,2020-04-16
n590W1hp3WzZowO,300,11.0,230100.0,0.0,0.0,1.8333333333333333,5.5,20918.18,12790.91,2020-06-29
TWykWgPevXdJO9v,100,1.0,42500.0,0.0,0.0,1.0,1.0,42500.0,39000.0,2020-01-18
v0O3P8sg5MQUhh4,500,76.0,2802500.0,-197.3684210526316,0.0,2.923076923076923,12.666666666666666,36875.0,7855.26,2020-06-25
4mKGTuC9Iz5N6N6,300,37.0,1087810.0,-540.5405405405405,0.0,1.85,6.166666666666667,29400.27,3693.24,2020-06-26
2gwtSJUgQOsF9Yq,500,43.0,1874150.0,-1069.7674418604652,0.0,2.0476190476190474,7.166666666666667,43584.88,22109.3,2020-06-27
pV5FEsUSw8gTXvY,100,1.0,40500.0,0.0,-1000.0,1.0,1.0,40500.0,34000.0,2020-03-05
e03WBZhF62dDzgp,100,1.0,23000.0,0.0,0.0,1.0,1.0,23000.0,17000.0,2020-02-29
BT6wFwgV5EHCYGS,100,1.0,19000.0,0.0,0.0,1.0,1.0,19000.0,13000.0,2020-04-08
yVsVyY7ymmwo9B9,100,1.0,23000.0,0.0,0.0,1.0,1.0,23000.0,16000.0,2020-05-15
uWnqTVKvciD0Bsi,300,58.0,1168340.0,-1448.2758620689656,0.0,2.32,9.666666666666666,20143.79,12612.07,2020-06-24
dALl8SMmWlicQyy,100,1.0,42500.0,0.0,0.0,1.0,1.0,42500.0,38000.0,2020-02-07
jH2UwpDmoK3WUcU,100,1.0,74000.0,0.0,0.0,1.0,1.0,74000.0,73000.0,2020-01-22
7VDFB41Bgx2taGk,100,1.0,28300.0,0.0,0.0,1.0,1.0,28300.0,0.0,2020-04-25
f66vonuByiX40rr,100,2.0,53500.0,0.0,0.0,1.0,2.0,26750.0,0.0,2020-01-18
RISfSpRmAvn383u,100,1.0,42000.0,0.0,0.0,1.0,1.0,42000.0,0.0,2020-02-23
2jVM3MoTglbkmUD,100,1.0,36000.0,0.0,0.0,1.0,1.0,36000.0,29000.0,2020-05-24
zN4DlS9C50sUH2j,100,1.0,17500.0,0.0,0.0,1.0,1.0,17500.0,17000.0,2020-04-25
IiAvMjX2V0BJgBB,100,1.0,34500.0,0.0,0.0,1.0,1.0,34500.0,30000.0,2020-01-22
T03Vx2VbejpoJq9,100,2.0,46000.0,0.0,-35.0,1.0,1.0,23000.0,15000.0,2020-02-14
1UyXMnWNfjTFQsp,100,1.0,30500.0,-2000.0,0.0,1.0,1.0,30500.0,24500.0,2020-02-02
fVdb9vdWUNpbthQ,300,4.0,83700.0,0.0,0.0,1.0,1.3333333333333333,20925.0,7175.0,2020-06-20
kVRriR3F3Gn2qGR,100,1.0,40000.0,0.0,0.0,1.0,1.0,40000.0,40000.0,2020-06-16
ZvkHTCohKsiUgsF,100,1.0,36000.0,0.0,0.0,1.0,1.0,36000.0,32000.0,2020-03-12
RZMnFWidB9XJvvp,100,1.0,14000.0,0.0,0.0,1.0,1.0,14000.0,8000.0,2020-03-06
zPr83tqOAluptxQ,100,1.0,17900.0,0.0,0.0,1.0,1.0,17900.0,11400.0,2020-01-19
90rhf9b0kDUaBnC,300,41.0,1478100.0,-2048.7804878048782,0.0,1.8636363636363635,6.833333333333333,36051.22,24265.85,2020-06-28
18Bc8bBq9YlmnJV,500,68.0,2820600.0,-2073.529411764706,0.0,2.8333333333333335,11.333333333333334,41479.41,28450.0,2020-06-28
1QBhsHLHeOC11jt,100,1.0,23500.0,0.0,0.0,1.0,1.0,23500.0,16000.0,2020-01-05
M8MjLvedgW91k6h,300,36.0,1241640.0,-1625.0,0.0,1.7142857142857142,6.0,34490.0,30587.22,2020-06-29
5aQ4plFDnlQVEhh,400,49.0,3603200.0,-510.2040816326531,0.0,1.96,8.166666666666666,73534.69,28346.94,2020-06-26
hWRZfJWKrYhtmfn,100,2.0,13000.0,0.0,0.0,2.0,2.0,6500.0,3000.0,2020-01-03
aBL8IwSZjRrjK98,100,1.0,19500.0,0.0,0.0,1.0,1.0,19500.0,10000.0,2020-01-16
5Xfa6quKZxz5dlD,100,1.0,39000.0,0.0,0.0,1.0,1.0,39000.0,36000.0,2020-04-09
STUtbtVrjKeyVmY,300,1.0,9500.0,0.0,0.0,1.0,1.0,9500.0,0.0,2020-03-13
1Z9JsmRzyANqW9i,100,2.0,34000.0,0.0,0.0,1.0,1.0,17000.0,9000.0,2020-06-27
6cYynZKH5Hpivs1,100,1.0,27000.0,0.0,0.0,1.0,1.0,27000.0,0.0,2020-01-06
lZ9m6agqA6K24tW,100,1.0,45000.0,0.0,0.0,1.0,1.0,45000.0,22000.0,2020-01-05
YhkLAmJxsSzvafs,100,2.0,56000.0,0.0,0.0,2.0,2.0,28000.0,23500.0,2020-01-06
gkr9vGrq45h4hgV,100,1.0,27000.0,0.0,0.0,1.0,1.0,27000.0,20000.0,2020-02-18
wRZktPWIDtJFssv,100,1.0,31000.0,0.0,0.0,1.0,1.0,31000.0,31000.0,2020-06-17
5ZZiqTahxPapNXv,100,1.0,28000.0,0.0,0.0,1.0,1.0,28000.0,21500.0,2020-02-27
2HJoPc6us5Sn3Ma,300,55.0,1775200.0,-1000.0,0.0,2.037037037037037,9.166666666666666,32276.36,27930.91,2020-06-27
VbZms8oSoU6ffKy,100,1.0,32500.0,-3000.0,0.0,1.0,1.0,32500.0,29000.0,2020-01-29
cqpJO2SlZ6lIRLh,100,1.0,24800.0,0.0,0.0,1.0,1.0,24800.0,0.0,2020-03-20
oJuO4pXJFKQiPof,100,1.0,67000.0,0.0,0.0,1.0,1.0,67000.0,60000.0,2020-01-09
KXEjIYzohsKGQFg,100,1.0,31000.0,0.0,0.0,1.0,1.0,31000.0,26000.0,2020-01-12
l0K6mvernXRv4Hl,100,1.0,31500.0,0.0,0.0,1.0,1.0,31500.0,24000.0,2020-04-04
YuduW3CfOLGnSPp,100,2.0,87000.0,0.0,0.0,1.0,2.0,43500.0,39500.0,2020-01-17
ijtmTYOXBoZK7yw,100,1.0,36000.0,0.0,0.0,1.0,1.0,36000.0,0.0,2020-01-18
nf1fRZhwMRJ9cka,500,24.0,734310.0,-625.0,0.0,2.0,4.0,30596.25,12270.83,2020-06-16
IybmpSVmcxfscGS,100,1.0,52000.0,0.0,0.0,1.0,1.0,52000.0,50000.0,2020-01-28
NVu0oznMRtX6vs4,100,1.0,29500.0,0.0,0.0,1.0,1.0,29500.0,25000.0,2020-02-13
fQMIQPkYqZUe6y2,300,45.0,1089850.0,-377.77777777777777,-2.2222222222222223,1.9565217391304348,7.5,24218.89,20394.44,2020-06-21
9wg74jNNWd6xQmy,100,1.0,48000.0,0.0,0.0,1.0,1.0,48000.0,36000.0,2020-01-08
0Vp0Jx3buA50lXm,100,2.0,47500.0,0.0,0.0,1.0,1.0,23750.0,19500.0,2020-04-10
YelnvyPAuEyNu3R,100,1.0,42500.0,0.0,0.0,1.0,1.0,42500.0,35000.0,2020-01-28
d4khV2pIfqQmQmI,100,1.0,18000.0,0.0,0.0,1.0,1.0,18000.0,18000.0,2020-05-01
2UvwvYtjzBt7yCj,100,2.0,44500.0,-1000.0,0.0,1.0,1.0,22250.0,13000.0,2020-03-08
evJOyWvWVrLPNOz,100,2.0,37000.0,0.0,0.0,1.0,1.0,18500.0,11000.0,2020-06-02
,100,141.0,5396200.0,0.0,0.0,5.64,23.5,38270.92,34434.04,2020-06-28
8fJXVRvoAUE527r,100,1.0,31600.0,-5000.0,0.0,1.0,1.0,31600.0,24600.0,2020-02-05
ecKHQ5huYYlcWL9,100,2.0,47000.0,0.0,0.0,1.0,2.0,23500.0,0.0,2020-04-26
p5dHCIxFm7i4KBQ,100,1.0,21000.0,-5000.0,0.0,1.0,1.0,21000.0,14000.0,2020-01-19
NVsmqNTcmu3VDdh,100,1.0,16000.0,0.0,0.0,1.0,1.0,16000.0,8500.0,2020-01-18
WW0ACe1SkmUaL9P,100,1.0,39000.0,0.0,0.0,1.0,1.0,39000.0,31000.0,2020-06-16
0lLK0VTdOFwTi9z,100,1.0,28600.0,0.0,0.0,1.0,1.0,28600.0,23600.0,2020-05-09
NDpIYrjAUOamM7U,100,1.0,29720.0,0.0,0.0,1.0,1.0,29720.0,18000.0,2020-01-05
2xhZcxdjE3vSgjn,100,1.0,33500.0,0.0,0.0,1.0,1.0,33500.0,28500.0,2020-01-14
Vh0nTjG3SkKExW1,100,1.0,17500.0,0.0,0.0,1.0,1.0,17500.0,10000.0,2020-03-14
7zeO9Zgn0kqsJVB,100,1.0,38500.0,0.0,0.0,1.0,1.0,38500.0,32000.0,2020-01-08
SfD4hUyUa1LmE9B,100,1.0,48500.0,0.0,0.0,1.0,1.0,48500.0,45000.0,2020-02-06
oYGspRAZiAM0auJ,500,67.0,2800520.0,-149.2537313432836,0.0,2.392857142857143,11.166666666666666,41798.81,19310.45,2020-06-30
6gmt6bGHFSR6yJq,100,1.0,28000.0,0.0,0.0,1.0,1.0,28000.0,23000.0,2020-02-12
bYBe6CSKTv7t28a,300,34.0,789200.0,-1205.8823529411766,0.0,2.0,6.8,23211.76,17714.71,2020-06-30
G2HjR7kmcZKtmXp,100,1.0,40500.0,0.0,0.0,1.0,1.0,40500.0,35000.0,2020-01-17
1V0gPRVkwfvfG6V,100,1.0,28500.0,0.0,0.0,1.0,1.0,28500.0,28000.0,2020-05-24
Tid6nFStGpImmgR,100,1.0,24500.0,0.0,0.0,1.0,1.0,24500.0,0.0,2020-06-21
qOEyei9yZpnUFOS,100,1.0,24000.0,0.0,0.0,1.0,1.0,24000.0,0.0,2020-01-17
c3maHCkINnTUcTG,500,179.0,4293420.0,-402.23463687150837,0.0,5.966666666666667,29.833333333333332,23985.59,15621.23,2020-06-30
MwT766MjBCXZm3V,100,2.0,48600.0,-2500.0,0.0,2.0,2.0,24300.0,7800.0,2020-01-10
3fOuq5iE4w5idfm,100,1.0,25000.0,0.0,-300.0,1.0,1.0,25000.0,20000.0,2020-02-06
mY5NYU6k1B28o1W,100,1.0,40300.0,0.0,0.0,1.0,1.0,40300.0,33800.0,2020-01-22
FATe4pZUrBoacd0,100,1.0,9000.0,0.0,0.0,1.0,1.0,9000.0,3000.0,2020-01-31
CL3O2QIBJBKu5hs,100,1.0,21500.0,0.0,0.0,1.0,1.0,21500.0,13500.0,2020-01-21
yA4nNuVLHV667Un,500,226.0,9229000.0,-765.4867256637168,0.0,7.533333333333333,37.666666666666664,40836.28,32915.93,2020-06-30
gS6466rJKUyR1xL,100,1.0,35500.0,0.0,0.0,1.0,1.0,35500.0,31000.0,2020-01-08
5NoJYnTIyLoe6UM,100,1.0,43600.0,0.0,0.0,1.0,1.0,43600.0,41600.0,2020-01-16
fH2H2iOmbEKyOGZ,100,1.0,50000.0,0.0,0.0,1.0,1.0,50000.0,44000.0,2020-02-17
jlhQAa1tvrbS9Ac,100,1.0,37000.0,0.0,0.0,1.0,1.0,37000.0,29000.0,2020-01-19
3j2EIrp1v49o090,100,1.0,54000.0,0.0,0.0,1.0,1.0,54000.0,45000.0,2020-01-29
yO0Ustj0t3aSMvp,500,16.0,1511250.0,-625.0,0.0,1.6,3.2,94453.12,29234.38,2020-06-24
ucTh9VcnAAQz6GK,100,1.0,35500.0,0.0,0.0,1.0,1.0,35500.0,30000.0,2020-01-19
wIIlwNQOwICVNYx,100,1.0,12500.0,0.0,0.0,1.0,1.0,12500.0,5000.0,2020-06-20
0Cy21JNxCbcDVhU,100,1.0,40000.0,0.0,0.0,1.0,1.0,40000.0,34000.0,2020-03-25
P7zHB4mIvj2mios,100,1.0,18500.0,0.0,0.0,1.0,1.0,18500.0,17000.0,2020-06-21
Vah5VlLMfwjuNIY,300,24.0,1041200.0,-41.666666666666664,0.0,1.5,4.8,43383.33,26445.83,2020-06-29
p27R2ho1qLIbJzC,100,1.0,26500.0,0.0,0.0,1.0,1.0,26500.0,0.0,2020-01-18
G3QEVHTtb9NLp66,100,1.0,15500.0,0.0,0.0,1.0,1.0,15500.0,0.0,2020-02-07
qT1CfNyZT0pqmuf,300,33.0,1085700.0,-1121.2121212121212,0.0,1.9411764705882353,6.6,32900.0,26930.3,2020-06-26
staxpINJvTuGg2M,100,1.0,42000.0,-5000.0,0.0,1.0,1.0,42000.0,0.0,2020-02-13
lSbf6tQ2j3Y995N,300,18.0,512650.0,-277.77777777777777,0.0,1.5,3.0,28480.56,2500.0,2020-06-20
V38M7ZD0nneFUgR,100,1.0,23500.0,-2000.0,0.0,1.0,1.0,23500.0,14000.0,2020-01-16
B51bhhpMd0H15iN,100,1.0,25500.0,0.0,0.0,1.0,1.0,25500.0,18000.0,2020-01-07
pdPL5bc7Tv9n9O8,300,19.0,782900.0,-1526.3157894736842,0.0,1.7272727272727273,3.8,41205.26,29342.11,2020-05-16
idGTArP4O7V0AQo,400,135.0,3504100.0,-829.6296296296297,0.0,4.821428571428571,22.5,25956.3,20411.11,2020-06-27
9QjEnR3QwdD5buu,100,2.0,48000.0,0.0,0.0,1.0,1.0,24000.0,19000.0,2020-02-12
SDaCvk0R76dlfMv,100,1.0,45000.0,-7000.0,0.0,1.0,1.0,45000.0,39000.0,2020-03-17
rr8yfGu1BkDZteo,100,1.0,36000.0,0.0,0.0,1.0,1.0,36000.0,30000.0,2020-01-05
Opemuo6lrVHG8Un,100,1.0,37500.0,0.0,0.0,1.0,1.0,37500.0,33000.0,2020-05-22
ScB7r92o9hv9pCI,400,46.0,3879650.0,-630.4347826086956,0.0,2.0,7.666666666666667,84340.22,43126.09,2020-06-27
U0EB4BAWsuSWYPq,100,1.0,41000.0,-5000.0,-470.0,1.0,1.0,41000.0,40000.0,2020-01-22
NFtIqGXmvw8ZZmD,400,72.0,2494700.0,-1569.4444444444443,0.0,2.88,12.0,34648.61,30516.67,2020-06-24
8SmpBAPRDH1FrWS,300,30.0,1027000.0,-500.0,0.0,2.0,7.5,34233.33,1833.33,2020-06-27
WsYINPDejBazT7W,100,1.0,16300.0,0.0,0.0,1.0,1.0,16300.0,6800.0,2020-01-15
P0ALvlDdQX72IEh,100,1.0,47000.0,0.0,0.0,1.0,1.0,47000.0,40000.0,2020-03-07
PjpGDZd8V5rCqHD,100,1.0,43500.0,0.0,0.0,1.0,1.0,43500.0,40000.0,2020-01-15
vzxOQPetjnOTzgP,100,1.0,33500.0,0.0,0.0,1.0,1.0,33500.0,30000.0,2020-05-06
W7G3oGyBrbmwehf,100,1.0,28100.0,-5000.0,0.0,1.0,1.0,28100.0,0.0,2020-06-08
UmxaNosIGchR5Qx,300,12.0,469800.0,0.0,0.0,2.0,6.0,39150.0,19033.33,2020-06-29
LsLirDvsN5GwVkA,100,1.0,27500.0,0.0,0.0,1.0,1.0,27500.0,0.0,2020-02-01
hFQ7pc7GmSLku0W,100,1.0,21500.0,0.0,0.0,1.0,1.0,21500.0,15000.0,2020-01-10
rqqgIrvCGk4OwtA,300,10.0,808800.0,0.0,0.0,1.1111111111111112,2.5,80880.0,60530.0,2020-06-13
pQd7Di8rYLJkH44,100,1.0,25600.0,0.0,0.0,1.0,1.0,25600.0,19600.0,2020-01-18
kv4ezbD6715t6zy,100,1.0,16000.0,0.0,0.0,1.0,1.0,16000.0,8000.0,2020-01-11
vNLdy5r7jJxB0qx,100,1.0,26500.0,0.0,0.0,1.0,1.0,26500.0,11000.0,2020-01-23
3ueYBSatTG1GrwE,100,1.0,29000.0,0.0,0.0,1.0,1.0,29000.0,0.0,2020-01-22
RCU8WYdyDgO8rrp,100,1.0,32000.0,0.0,0.0,1.0,1.0,32000.0,0.0,2020-06-23
Aol4iS4CK5CBwU3,100,2.0,63520.0,-2500.0,0.0,1.0,2.0,31760.0,17250.0,2020-01-16
oQajYXUlmsKwTrZ,100,1.0,6000.0,0.0,0.0,1.0,1.0,6000.0,0.0,2020-01-08
F644bTkYzI7JJiG,100,1.0,49000.0,0.0,0.0,1.0,1.0,49000.0,47000.0,2020-02-29
