,user_id,sex,birthday_year,membership_type,category_prefer,joined_date,deleted_date,join_path,os,recommended_cnt,age,days_from_joined,years_from_joined,if_deleted,label_from_km
898,X34MGzAAHqGljH8,1,1998,100,9,2020-08-28,NaT,0.0,AOS,0,24,126,0.3,0,0
899,bhGtXr0qAWPG2gP,0,2000,100,8,2018-07-05,NaT,0.0,AOS,3,22,911,2.5,0,1
900,ui1jkyp3bNkrtbZ,1,1996,100,6,2019-10-07,NaT,0.0,IOS,2,26,452,1.2,0,0
901,Z5FaJtKzMXkUM0Y,0,1979,100,0,2018-11-24,NaT,1.0,AOS,1,43,769,2.1,0,2
902,0D7LMbizfGZDdmT,0,1997,100,7,2018-10-25,NaT,0.0,AOS,3,25,799,2.2,0,0
903,Er1PU5dv9gSfbIm,1,2001,100,7,2020-11-12,NaT,0.0,IOS,4,21,50,0.1,0,0
904,M6cArquD4IsPMvP,0,1980,100,1,2016-12-05,NaT,0.0,IOS,6,42,1488,4.1,0,1
905,DeQfrPwKJJCAqxt,0,1982,100,0,2018-12-24,NaT,0.0,AOS,2,40,739,2.0,0,2
906,FROk3TTMa5HX6mE,0,1992,100,6,2018-08-18,NaT,0.0,AOS,0,30,867,2.4,0,1
907,oYGspRAZiAM0auJ,1,1990,100,3,2018-02-14,NaT,0.0,AOS,7,32,1052,2.9,0,1
908,OI4mrAkESgAGIxN,1,1979,100,4,2018-09-08,NaT,0.0,IOS,7,43,846,2.3,0,2
909,kjMLfh05sBlV7st,0,1991,100,4,2017-11-20,NaT,0.0,IOS,0,31,1138,3.1,0,1
910,fH2H2iOmbEKyOGZ,0,1996,100,7,2020-01-08,NaT,1.0,AOS,2,26,359,1.0,0,0
911,3b8aUwCpBSeZvwi,1,1995,100,4,2019-06-06,NaT,0.0,IOS,5,27,575,1.6,0,0
912,q7kAvSlFaJEDrd3,1,1992,100,9,2019-02-05,NaT,0.0,AOS,10,30,696,1.9,0,0
913,eSVTFOO1sSZANxu,0,1998,100,3,2020-08-29,NaT,1.0,IOS,1,24,125,0.3,0,0
914,VTXhsMxPc8rMllN,1,1997,100,5,2020-02-03,NaT,0.0,AOS,3,25,333,0.9,0,0
915,CEN1ShHwGid9hQT,0,1997,100,1,2018-05-16,NaT,1.0,IOS,2,25,961,2.6,0,1
916,aD8BhoZET1vwgU9,1,1984,100,0,2020-06-26,NaT,0.0,AOS,1,38,189,0.5,0,2
917,Q1lZRTjXNH0CWOl,1,1999,100,7,2020-11-01,NaT,0.0,IOS,3,23,61,0.2,0,0
918,8KsqhMezDI1pN8U,0,1988,100,13,2020-06-16,NaT,0.0,IOS,0,34,199,0.5,0,0
919,UBeRBneUJLHEOPG,0,1997,100,8,2018-01-05,NaT,0.0,AOS,1,25,1092,3.0,0,1
920,8eQzc4ZQpIav14Y,1,1998,100,9,2020-10-24,NaT,0.0,AOS,3,24,69,0.2,0,0
921,XpDItHAhxd9C5Co,0,1999,100,6,2019-03-13,NaT,1.0,AOS,1,23,660,1.8,0,0
922,E5aJzan8AAPJ46q,0,1995,100,10,2017-09-14,NaT,0.0,IOS,0,27,1205,3.3,0,1
923,37flAflDrW77CIo,1,1995,100,3,2017-12-24,NaT,0.0,AOS,9,27,1104,3.0,0,1
924,9nc3Dd5PW6UHIx4,1,2002,100,12,2018-04-23,NaT,0.0,IOS,5,20,984,2.7,0,1
925,uk3ITq01hNI3I2y,1,1990,100,3,2019-01-01,NaT,0.0,AOS,0,32,731,2.0,0,1
926,awOJ4XVMmC7QJv0,1,1977,100,6,2019-11-21,NaT,0.0,AOS,2,45,407,1.1,0,2
927,lZ9m6agqA6K24tW,1,1980,100,0,2019-12-29,NaT,1.0,IOS,5,42,369,1.0,0,2
928,eJiCCdkasizI572,1,1997,100,7,2019-11-03,NaT,0.0,AOS,1,25,425,1.2,0,0
929,wLDVM8iVdYloFLH,0,1997,100,11,2020-05-16,NaT,0.0,AOS,2,25,230,0.6,0,0
930,yPqIqUvCYmm9qcR,0,2002,100,8,2018-11-08,NaT,0.0,AOS,6,20,785,2.1,0,0
931,Ucj1Ez2OUCoirjJ,1,1996,100,9,2019-02-25,NaT,0.0,IOS,1,26,676,1.9,0,0
932,DqJPQcys2OKzfsx,0,1994,100,1,2020-05-18,NaT,0.0,IOS,1,28,228,0.6,0,0
933,iSrcM7XVh1icqiw,1,1996,100,0,2019-11-17,NaT,0.0,AOS,4,26,411,1.1,0,0
934,uSnoJBnH7vqe0SA,0,1990,100,8,2018-04-13,NaT,0.0,IOS,0,32,994,2.7,0,1
935,h65VFNYUIeNA5mN,0,1996,100,6,2019-04-03,NaT,0.0,AOS,0,26,639,1.7,0,0
936,yA4nNuVLHV667Un,0,1993,100,1,2018-02-24,NaT,0.0,IOS,2,29,1042,2.9,0,1
937,c6NuPeTclFDbsbf,0,2000,100,6,2020-11-22,NaT,0.0,AOS,1,22,40,0.1,0,0
938,2gwtSJUgQOsF9Yq,1,1998,100,5,2020-10-12,NaT,0.0,IOS,4,24,81,0.2,0,0
939,SD3VzzdytRAD5Tq,1,1995,100,5,2019-09-04,NaT,0.0,AOS,0,27,485,1.3,0,0
940,dt3ToxCINR5GL24,1,1997,100,0,2018-08-19,NaT,0.0,IOS,8,25,866,2.4,0,1
941,UURFEuvMp1SDTt8,0,1994,100,5,2020-10-08,NaT,0.0,IOS,0,28,85,0.2,0,0
942,BuYdJyK4uSC3vuJ,0,1998,100,8,2018-12-07,NaT,0.0,AOS,3,24,756,2.1,0,0
943,9m0ivzsyjExqQ6I,0,1995,100,4,2019-01-24,NaT,0.0,AOS,1,27,708,1.9,0,0
944,MOFprhimrnLDg5z,1,1983,100,1,2020-10-06,NaT,0.0,IOS,0,39,87,0.2,0,2
945,dhQrCC3UM5cKvfu,1,1997,100,5,2020-10-15,NaT,0.0,AOS,0,25,78,0.2,0,0
946,2BT05ZuRIEmOZht,1,1988,100,5,2018-11-15,NaT,0.0,AOS,0,34,778,2.1,0,1
947,ty4beqYAuaK7jqO,1,1997,100,5,2020-12-09,NaT,1.0,AOS,4,25,23,0.1,0,0
948,wmMdfEZsNqcz1oS,1,1992,100,2,2018-04-25,NaT,0.0,AOS,1,30,982,2.7,0,1
949,87lZCz36KDiAaZX,1,1997,100,2,2020-08-29,NaT,0.0,IOS,2,25,125,0.3,0,0
950,qiUiDcLaIJY7XxV,0,1992,100,5,2018-06-07,NaT,0.0,IOS,0,30,939,2.6,0,1
951,KzrGu1o8sw13N9L,1,1995,100,6,2020-11-16,NaT,0.0,IOS,1,27,46,0.1,0,0
952,1pvPkCyV3VfUvBY,1,1992,100,2,2018-02-27,NaT,0.0,AOS,6,30,1039,2.8,0,1
953,zSGECML4fwIOuLV,0,1995,100,4,2018-08-21,NaT,0.0,AOS,5,27,864,2.4,0,1
954,4LHTALzKXnPgFxK,1,1996,100,4,2020-06-16,NaT,0.0,AOS,3,26,199,0.5,0,0
955,vPWvbuodLZNe5Ke,0,1999,100,7,2017-02-08,NaT,0.0,AOS,5,23,1423,3.9,0,1
956,JegNxSfNKElYb5i,0,1995,100,4,2019-05-12,NaT,0.0,AOS,0,27,600,1.6,0,0
957,dfmLYIz1l9i9k9k,0,1993,100,1,2018-08-04,NaT,1.0,AOS,5,29,881,2.4,0,1
958,xqPD7zfGmXZVEom,1,1997,100,5,2019-10-28,NaT,0.0,AOS,2,25,431,1.2,0,0
959,6BEWbjavGjUsHCd,0,1998,100,8,2019-06-09,NaT,0.0,AOS,3,24,572,1.6,0,0
960,KVu6dcjjVd2q1UK,1,2001,100,6,2020-04-17,NaT,1.0,AOS,5,21,259,0.7,0,0
961,b3fyv4biZzeJW6M,1,1982,100,0,2020-09-21,NaT,0.0,IOS,0,40,102,0.3,0,2
962,6TNORryXIGwR7gf,1,1992,100,12,2017-10-01,NaT,0.0,AOS,8,30,1188,3.3,0,1
963,wUsv1OdMHC00vEW,0,1996,100,6,2020-07-03,NaT,1.0,IOS,3,26,182,0.5,0,0
964,I8GJMHcYpwBZpIj,0,1989,100,7,2018-10-16,NaT,0.0,AOS,0,33,808,2.2,0,1
965,33sEQ9ulxgODuhv,1,1997,100,10,2020-05-21,NaT,0.0,AOS,2,25,225,0.6,0,0
966,T51JcYcn14GMi29,0,1998,100,7,2018-12-23,NaT,0.0,AOS,5,24,740,2.0,0,0
967,7HVVtKmlVDlGNLP,0,1999,100,4,2020-09-29,NaT,0.0,IOS,3,23,94,0.3,0,0
968,nxVUY1LcUC3Hd7j,1,1998,100,0,2019-03-07,NaT,0.0,AOS,4,24,666,1.8,0,0
969,NWAR2yL1i91R89H,1,1997,100,6,2019-09-19,NaT,0.0,IOS,2,25,470,1.3,0,0
970,3JvrrLPSm5F6rto,0,1974,100,0,2019-08-04,NaT,0.0,IOS,0,48,516,1.4,0,2
971,F8wd3vAVJ4twJMo,0,1989,100,7,2019-04-12,NaT,1.0,AOS,0,33,630,1.7,0,0
972,GCWIzAojp6j3fc2,1,1994,100,1,2019-08-18,NaT,0.0,IOS,2,28,502,1.4,0,0
973,DdFcIRqEPDE9fzd,0,1998,100,2,2020-06-04,NaT,0.0,AOS,5,24,211,0.6,0,0
974,PDDJV9lfwnfTJlY,1,1992,100,0,2018-08-02,NaT,0.0,AOS,1,30,883,2.4,0,1
975,u1zWHi4RpRnYSnu,1,1998,100,7,2020-01-26,NaT,0.0,AOS,4,24,341,0.9,0,0
976,mIqSeiG2fgfTtZ6,0,1977,100,3,2018-03-31,NaT,0.0,IOS,3,45,1007,2.8,0,2
977,6LCtJFjp39RMoIs,0,1992,100,8,2019-01-28,NaT,0.0,AOS,0,30,704,1.9,0,0
978,vzxOQPetjnOTzgP,1,1996,100,6,2020-08-06,NaT,0.0,IOS,3,26,148,0.4,0,0
979,YRpiKJH5XNvQaRr,0,1992,100,5,2017-09-20,NaT,0.0,AOS,6,30,1199,3.3,0,1
980,kX7AlPuPFh2odcP,1,1976,100,6,2018-05-09,NaT,0.0,IOS,0,46,968,2.7,0,2
981,zDHalQ3CdLjFw0n,1,1993,100,3,2019-08-25,NaT,0.0,AOS,2,29,495,1.4,0,0
982,hQvhOVtoiKDQlpF,0,1998,100,9,2019-10-17,NaT,0.0,AOS,0,24,442,1.2,0,0
983,9ibw4XZN3h1anZY,0,1993,100,0,2020-07-18,NaT,0.0,AOS,2,29,167,0.5,0,0
984,msqmDemX2sUt4M7,1,1993,100,6,2020-12-12,NaT,0.0,IOS,0,29,20,0.1,0,0
985,ozK0JUpO2pc7IK9,0,1997,100,6,2019-02-26,NaT,0.0,AOS,0,25,675,1.8,0,0
986,8xQv76YXgFWPuaq,0,2000,100,11,2018-06-29,NaT,0.0,AOS,1,22,917,2.5,0,1
987,LYsiJcCoNYzbTVj,1,1990,100,6,2019-07-23,NaT,0.0,IOS,0,32,528,1.4,0,0
988,DLNuURJnGUqenTA,0,1980,100,4,2019-08-14,NaT,0.0,AOS,0,42,506,1.4,0,2
989,mM667HPkQcMlZDJ,1,1991,100,7,2017-07-26,NaT,0.0,IOS,12,31,1255,3.4,0,1
990,fQMIQPkYqZUe6y2,0,1996,100,8,2019-11-28,NaT,0.0,AOS,2,26,400,1.1,0,0
991,7Evpx82AKKbXwab,0,1999,100,5,2020-04-25,NaT,1.0,AOS,3,23,251,0.7,0,0
992,bVGIL16pIlwtSBm,1,1997,100,4,2020-09-13,NaT,0.0,IOS,1,25,110,0.3,0,0
993,Du117cgi2RHiV2e,1,1998,100,0,2018-05-08,NaT,0.0,AOS,7,24,969,2.7,0,1
994,7xjMOTRY7scNw8w,1,1993,100,4,2018-07-08,NaT,1.0,IOS,11,29,908,2.5,0,1
995,2PCCztKoeBWEL0y,1,1977,100,7,2017-05-28,NaT,1.0,IOS,0,45,1314,3.6,0,1
996,2DwWPTQGhwmde2E,0,1990,100,4,2019-08-08,NaT,0.0,IOS,0,32,512,1.4,0,0
997,XdqQay7fq2vSqUG,1,1996,100,7,2018-12-22,NaT,1.0,IOS,2,26,741,2.0,0,0
998,Rwya0btyX9mSgk0,1,1996,100,1,2020-02-25,NaT,0.0,IOS,1,26,311,0.9,0,0
999,qD2ShqZL2x3dAFE,1,1995,100,2,2020-02-08,NaT,0.0,AOS,1,27,328,0.9,0,0
1000,RwEjtQDZDdDqi6X,1,1986,100,8,2018-05-16,NaT,0.0,AOS,0,36,961,2.6,0,1
1001,CzNiFuc8ohulHMe,1,1983,100,0,2018-02-15,NaT,0.0,AOS,1,39,1051,2.9,0,2
1002,pvDxBUbSeJG5yyn,1,1991,100,3,2016-09-14,NaT,0.0,AOS,0,31,1570,4.3,0,1
1003,J4WUmWSHgd6e93N,1,1991,100,9,2017-08-29,NaT,0.0,AOS,0,31,1221,3.3,0,1
1004,QzXIW6QS81fKNyV,0,2000,100,11,2020-04-17,NaT,0.0,IOS,3,22,259,0.7,0,0
1005,JxiKwYPIOGhT3Z0,0,1974,100,0,2019-10-26,NaT,0.0,AOS,0,48,433,1.2,0,2
1006,Qu9WtTqfhnAW2ou,1,1995,100,10,2019-02-16,NaT,0.0,AOS,1,27,685,1.9,0,0
1007,0M2MNQU9IN2AZfL,1,1979,100,0,2019-09-30,NaT,0.0,AOS,0,43,459,1.3,0,2
1008,Nwaqb2gumpxOeng,0,1989,100,6,2018-03-21,NaT,0.0,IOS,5,33,1017,2.8,0,1
1009,Cx2qs3823IBE50M,0,1999,100,12,2020-10-17,NaT,1.0,IOS,2,23,76,0.2,0,0
1010,fSmtpT9ShlvWAUZ,1,1996,100,8,2020-07-26,NaT,0.0,AOS,2,26,159,0.4,0,0
1011,if728oJ29tAvvlC,0,1983,100,0,2019-10-29,NaT,0.0,AOS,0,39,430,1.2,0,2
1012,vvHgptPGmv8DzPl,0,1999,100,8,2020-10-26,NaT,0.0,IOS,3,23,67,0.2,0,0
1013,PGwX11MYZpnSbas,0,1993,100,3,2020-04-05,NaT,0.0,AOS,2,29,271,0.7,0,0
1014,vUOfBYv7gKDPe0L,0,1987,100,10,2016-04-19,NaT,1.0,IOS,0,35,1718,4.7,0,1
1015,dFnps6mTyWDXiJs,0,1994,100,9,2019-02-23,NaT,0.0,AOS,2,28,678,1.9,0,0
1016,NDnAzBJ9mua7ptQ,1,1991,100,7,2019-07-03,NaT,1.0,AOS,0,31,548,1.5,0,0
1017,jdb1uti2as6G3i8,0,1998,100,5,2020-10-03,NaT,0.0,AOS,4,24,90,0.2,0,0
1018,NVsmqNTcmu3VDdh,0,1990,100,5,2018-03-05,NaT,0.0,AOS,0,32,1033,2.8,0,1
1019,Nu5BJWZ9jGvy8Qr,1,1998,100,4,2019-07-06,NaT,0.0,IOS,2,24,545,1.5,0,0
1020,qLwPTAYKO7i0Xnh,1,1994,100,7,2020-03-09,NaT,0.0,AOS,0,28,298,0.8,0,0
1021,WlbPxIG2xhXOHbW,1,1990,100,2,2016-03-07,NaT,0.0,IOS,3,32,1761,4.8,0,1
1022,aenV0mOTlCE8UQC,0,1993,100,0,2019-03-30,NaT,1.0,IOS,1,29,643,1.8,0,0
1023,oE5onsmeMypIddQ,1,1992,100,3,2020-11-07,NaT,1.0,IOS,0,30,55,0.2,0,0
1024,D0MKmjXuKQwvJo5,0,1992,100,5,2018-01-19,NaT,0.0,AOS,3,30,1078,3.0,0,1
1025,w0OVLALyWfLRNXj,0,1984,100,0,2019-10-01,NaT,0.0,AOS,0,38,458,1.3,0,2
1026,rZrV8SGHCawrWYF,1,1973,100,8,2017-11-26,NaT,0.0,AOS,0,49,1132,3.1,0,2
1027,3IaQcKwNg9sPRxM,1,1995,100,8,2020-04-08,NaT,0.0,AOS,9,27,268,0.7,0,0
1028,yVfm3UaGJ9rTN41,1,1973,100,0,2020-04-11,NaT,0.0,IOS,0,49,265,0.7,0,2
1029,lm5OlqaSiaR75gb,1,1997,100,4,2019-10-26,NaT,0.0,AOS,4,25,433,1.2,0,0
1030,UFiihSM9RZgTU9n,0,1998,100,5,2019-02-15,NaT,0.0,IOS,3,24,686,1.9,0,0
1031,BXZ3PR0Edzoaurz,1,1971,100,0,2018-05-15,NaT,0.0,AOS,1,51,962,2.6,0,2
1032,pwZWW2cBthR3ClB,1,1994,100,7,2020-04-09,NaT,1.0,AOS,3,28,267,0.7,0,0
1033,ugakjlE36R1nW4X,1,1998,100,8,2020-08-18,NaT,0.0,AOS,2,24,136,0.4,0,0
1034,vZ2K9z6g7ajreMq,0,1972,100,0,2019-01-29,NaT,0.0,AOS,0,50,703,1.9,0,2
1035,cg2iwOSfYM9KZNW,0,1999,100,7,2018-12-17,NaT,0.0,AOS,4,23,746,2.0,0,0
1036,yC6VIUEOyWc9qJ5,1,1982,100,1,2020-10-19,NaT,0.0,AOS,0,40,74,0.2,0,2
1037,chGOzjZU2g8pLrK,0,1997,100,6,2020-02-25,NaT,0.0,IOS,2,25,311,0.9,0,0
1038,0tn5zbYaIoGPXlQ,0,1986,100,0,2017-02-10,NaT,0.0,IOS,0,36,1421,3.9,0,1
1039,KLamwKVhEkTfWt7,1,1990,100,9,2018-03-04,NaT,0.0,AOS,5,32,1034,2.8,0,1
1040,s1w6mMK3D33E4D0,0,1977,100,2,2020-06-25,NaT,0.0,IOS,4,45,190,0.5,0,2
1041,GUp8bNYXWnfifqn,0,1985,100,9,2017-04-29,NaT,0.0,AOS,0,37,1343,3.7,0,1
1042,BzXTYpZw8JSYVVB,0,1991,100,4,2019-12-02,NaT,1.0,IOS,0,31,396,1.1,0,0
1043,J91JLamWLlzP3ay,0,1989,100,7,2018-05-27,NaT,0.0,AOS,7,33,950,2.6,0,1
1044,S81H4EKsSpUOBU9,1,1980,100,5,2018-08-01,NaT,0.0,IOS,1,42,884,2.4,0,2
1045,sISndZoXJaXUiFM,1,1980,100,6,2018-11-21,NaT,1.0,IOS,0,42,772,2.1,0,2
1046,jDt0YBIdr19CqHA,0,1990,100,0,2020-02-05,NaT,0.0,AOS,0,32,331,0.9,0,0
1047,DuXsKxQ8hohV2vH,1,1992,100,0,2018-11-07,NaT,0.0,IOS,7,30,786,2.2,0,1
1048,788b6Qa5XvQ0Z3Z,1,1996,100,6,2020-05-02,NaT,0.0,IOS,3,26,244,0.7,0,0
1049,LTegWTn6a1UYXeb,1,1994,100,0,2018-05-08,NaT,1.0,AOS,1,28,969,2.7,0,1
1050,25V7QN9dHocj0kH,0,1992,100,5,2018-11-11,NaT,0.0,IOS,5,30,782,2.1,0,1
1051,2WT2PCrF4DAn9UL,0,1999,100,7,2019-04-18,NaT,0.0,AOS,5,23,624,1.7,0,0
1052,C1k39ibTAVOu0rB,1,1994,100,1,2019-01-16,NaT,1.0,AOS,4,28,716,2.0,0,0
1053,7gFayIHwMVPw69b,1,1983,100,11,2019-09-27,NaT,0.0,AOS,0,39,462,1.3,0,0
1054,WUWOCQxZO7vZeSt,1,1987,100,2,2020-03-08,NaT,0.0,AOS,0,35,299,0.8,0,2
1055,XXSlUMth29f68eD,1,1995,100,5,2020-11-10,NaT,0.0,AOS,0,27,52,0.1,0,0
1056,iAc7twlfoFh6756,1,1993,100,5,2018-02-21,NaT,0.0,AOS,1,29,1045,2.9,0,1
1057,Vjcr2EB34EtQhwR,0,1995,100,7,2020-09-10,NaT,0.0,IOS,0,27,113,0.3,0,0
1058,3M8Ly2c6Iz8Z3r9,1,1988,100,6,2019-09-04,NaT,0.0,AOS,5,34,485,1.3,0,0
1059,hvmpSCEOKQeG6In,0,1994,100,5,2019-05-19,NaT,0.0,AOS,3,28,593,1.6,0,0
1060,2DKvm5mhHPBk9RM,1,1994,100,8,2018-02-20,NaT,0.0,IOS,8,28,1046,2.9,0,1
1061,KUlVEPAIicGApLC,1,1991,100,4,2018-06-04,NaT,0.0,IOS,1,31,942,2.6,0,1
1062,xdRdy6YwkeQr3R8,1,1990,100,6,2018-05-28,NaT,0.0,AOS,4,32,949,2.6,0,1
1063,Xz2lDcwdrWYc2tG,1,1989,100,2,2017-03-13,NaT,0.0,AOS,0,33,1390,3.8,0,1
1064,a2yVBdus4TKFleN,1,1998,100,9,2019-11-19,NaT,1.0,AOS,3,24,409,1.1,0,0
1065,aPOuZmC0FzJI7j2,1,1997,100,6,2017-09-07,NaT,0.0,IOS,3,25,1212,3.3,0,1
1066,Aw1XD0bu2wNthNA,1,1998,100,8,2018-02-10,NaT,0.0,AOS,3,24,1056,2.9,0,1
1067,7gOxeJQw8SibbGU,0,1989,100,5,2016-07-22,NaT,0.0,AOS,7,33,1624,4.4,0,1
1068,537ws8RCrxET5Dy,1,1999,100,12,2019-10-07,NaT,0.0,IOS,4,23,452,1.2,0,0
1069,BhmokRjpB4JKhc2,0,1999,100,8,2019-11-12,NaT,0.0,AOS,1,23,416,1.1,0,0
1070,AGK0l086k2RZvxt,0,1981,100,2,2018-12-14,NaT,0.0,IOS,3,41,749,2.1,0,2
1071,eYBkC4QGDvuyO3K,1,1992,100,8,2017-11-25,NaT,0.0,IOS,10,30,1133,3.1,0,1
1072,PSwDvU5Xm2qgBcg,1,1995,100,4,2017-09-10,NaT,1.0,IOS,1,27,1209,3.3,0,1
1073,EKGaYu9wJEwvdek,1,1995,100,7,2020-12-09,NaT,0.0,IOS,2,27,23,0.1,0,0
1074,GuEnRadXy5N17Ll,0,1997,100,6,2020-03-28,NaT,0.0,AOS,0,25,279,0.8,0,0
1075,vqBdh4spXb6jTWV,1,1993,100,8,2019-05-31,NaT,0.0,AOS,0,29,581,1.6,0,0
1076,GtTh9kcpH2goynO,0,1999,100,6,2019-10-07,NaT,0.0,IOS,3,23,452,1.2,0,0
1077,5BGhVg34MtSG354,1,1990,100,5,2019-05-29,NaT,0.0,IOS,5,32,583,1.6,0,0
1078,MX8XXXPsMiCPHKF,1,1995,100,7,2019-12-04,NaT,0.0,AOS,1,27,394,1.1,0,0
1079,WXLY2lpD3JaTGB9,0,2001,100,6,2020-12-28,NaT,0.0,IOS,4,21,4,0.0,0,0
1080,FEVCmPraLRJ0lER,0,1995,100,7,2020-01-11,NaT,1.0,AOS,3,27,356,1.0,0,0
1081,YRMNMZiGf83Fu2f,1,1977,100,0,2020-04-02,NaT,0.0,AOS,1,45,274,0.8,0,2
1082,oV9dQbm3NiSLSZV,0,1991,100,2,2017-10-15,NaT,0.0,AOS,0,31,1174,3.2,0,1
1083,DGejLw6xFD5CFV9,0,1992,100,7,2020-10-20,NaT,0.0,AOS,0,30,73,0.2,0,0
1084,4zTqtQq1MLWVXQa,0,1988,100,8,2018-12-20,NaT,0.0,AOS,0,34,743,2.0,0,1
1085,WsFeokg7NObFT84,1,1991,100,2,2017-07-01,NaT,0.0,AOS,5,31,1280,3.5,0,1
1086,2CGc4OeO6E9BC6N,0,1998,100,8,2019-05-19,NaT,1.0,IOS,2,24,593,1.6,0,0
1087,snv2GRCU4ofmR3O,1,1989,100,7,2016-09-05,NaT,0.0,IOS,10,33,1579,4.3,0,1
1088,ITVufY32kzaEZFk,1,1998,100,11,2020-10-27,NaT,0.0,AOS,2,24,66,0.2,0,0
1089,5ihAtX1zjVFeBYF,1,1996,100,9,2020-09-05,NaT,0.0,IOS,2,26,118,0.3,0,0
1090,F3sC8gxq7owOLG4,1,1981,100,0,2020-02-01,NaT,1.0,AOS,0,41,335,0.9,0,2
1091,xbKEYXALmDUjWAm,0,1996,100,6,2020-03-18,NaT,0.0,IOS,3,26,289,0.8,0,0
1092,6UdFFG8NBqUMQia,1,1976,100,5,2020-08-20,NaT,0.0,AOS,0,46,134,0.4,0,2
1093,rhMmfSgbwMSJ7zb,1,2000,100,6,2018-06-10,NaT,0.0,AOS,2,22,936,2.6,0,1
1094,lJxIsvUbxr87jfJ,1,2000,100,11,2020-05-19,NaT,0.0,AOS,5,22,227,0.6,0,0
1095,PIfmHvm9uZMzaFu,1,1995,100,8,2017-08-22,NaT,1.0,AOS,3,27,1228,3.4,0,1
1096,ziEQQCnZ8IvnBHu,0,1996,100,2,2019-11-09,NaT,0.0,AOS,2,26,419,1.1,0,0
1097,qgOEQSajKypHcHK,1,1995,100,6,2018-12-13,NaT,0.0,IOS,0,27,750,2.1,0,0
1098,AmJ7ma4UHsB3WHN,1,2000,100,3,2020-02-06,NaT,0.0,AOS,2,22,330,0.9,0,0
1099,aXvKTKEoIfDOf5k,0,1996,100,9,2018-03-11,NaT,0.0,IOS,3,26,1027,2.8,0,1
1100,9QjEnR3QwdD5buu,0,1990,100,3,2019-03-31,NaT,1.0,IOS,0,32,642,1.8,0,0
1101,3ueYBSatTG1GrwE,0,1997,100,2,2020-05-09,NaT,0.0,AOS,4,25,237,0.6,0,0
1102,0DImsU8XKNpKNX1,1,1994,100,3,2019-10-27,NaT,0.0,AOS,4,28,432,1.2,0,0
1103,0UhOjGdbnsILgGC,1,1990,100,3,2017-11-09,NaT,1.0,AOS,0,32,1149,3.1,0,1
1104,NsUW0rRJ1c3stFR,0,1994,100,7,2018-09-04,NaT,0.0,IOS,7,28,850,2.3,0,1
1105,veGSfTSeIaMM2ap,0,1982,100,0,2019-01-01,NaT,0.0,IOS,2,40,731,2.0,0,2
1106,ptVZbXR3fzjnvP1,1,1997,100,5,2020-09-24,NaT,0.0,IOS,2,25,99,0.3,0,0
1107,fq8OTd5Xy3rK8rd,0,1996,100,9,2018-07-09,NaT,0.0,AOS,3,26,907,2.5,0,1
1108,AmULbBe5jqSF5Gx,0,1979,100,5,2018-05-19,NaT,0.0,AOS,1,43,958,2.6,0,2
1109,TxjU7B7wi7Yesvp,0,2000,100,7,2020-02-14,NaT,0.0,AOS,2,22,322,0.9,0,0
1110,9boOlZzhAaaGbd8,1,1993,100,4,2020-04-11,NaT,0.0,IOS,1,29,265,0.7,0,0
1111,fveWbJ20L1uj7hm,0,1995,100,5,2018-01-04,NaT,0.0,AOS,5,27,1093,3.0,0,1
1112,nXCm8uOQyRdhx40,0,1981,100,0,2019-03-08,NaT,0.0,AOS,3,41,665,1.8,0,2
1113,mNWnPsz0oshrNRs,0,1996,100,4,2020-09-19,NaT,0.0,IOS,1,26,104,0.3,0,0
1114,lOi1X0ZHzgXw624,1,1990,100,1,2018-06-17,NaT,0.0,AOS,0,32,929,2.5,0,1
1115,byJZX8nT516Xdod,1,1997,100,3,2019-12-09,NaT,0.0,AOS,4,25,389,1.1,0,0
1116,YjtwDQoATm3R1je,0,1996,100,2,2020-10-28,NaT,0.0,AOS,5,26,65,0.2,0,0
1117,Iq7R4QmhBPk62nW,1,1976,100,2,2018-05-25,NaT,0.0,IOS,3,46,952,2.6,0,2
1118,UbzZkyQC3vGRajw,1,1991,100,2,2017-02-11,NaT,0.0,AOS,0,31,1420,3.9,0,1
1119,OydYJfiqeftoHrZ,1,1991,100,5,2018-02-23,NaT,0.0,IOS,0,31,1043,2.9,0,1
1120,AoBtKbOUQZZoUEG,0,1992,100,6,2017-02-02,NaT,0.0,AOS,0,30,1429,3.9,0,1
1121,yWFoqsatBLHdak4,1,1995,100,1,2018-09-24,NaT,0.0,AOS,1,27,830,2.3,0,1
1122,s3bYvusXyWBF1rZ,0,1994,100,4,2020-06-29,NaT,0.0,AOS,2,28,186,0.5,0,0
1123,Is3AvDOoXjy2WQA,1,1977,100,0,2020-02-22,NaT,0.0,AOS,0,45,314,0.9,0,2
1124,v7HRymoHKqDjuBx,1,1991,100,6,2016-12-07,NaT,0.0,AOS,0,31,1486,4.1,0,1
1125,Fjiah1fOZKrV7d9,1,1997,100,8,2020-06-30,NaT,0.0,IOS,2,25,185,0.5,0,0
1126,E94H5GkV3AUvBnf,1,1994,100,2,2017-08-19,NaT,0.0,AOS,5,28,1231,3.4,0,1
1127,Cn82i8qo86kAqmf,1,1991,100,6,2019-07-04,NaT,0.0,AOS,0,31,547,1.5,0,0
1128,Qjwa27u6fdJN0lf,0,1997,100,9,2019-10-02,NaT,0.0,AOS,3,25,457,1.3,0,0
