user_id,sex,birthday_year,membership_type,category_prefer,joined_date,deleted_date,join_path,os,recommended_cnt
hYF9xDeEcjSKrYS,1,1991,300,4,2019-12-07,NaT,,IOS,4
e7EF2unzWs9TdT2,1,1982,300,3,2018-05-29,NaT,,AOS,4
vy5yeS52U8R7TL0,1,1990,300,8,2018-06-04,NaT,,AOS,1
K4XgBlx9Km41Dfy,0,1991,300,4,2019-04-20,NaT,,AOS,0
6cYynZKH5Hpivs1,1,1987,300,5,2019-02-21,NaT,,AOS,2
NRoaai1ffpGBL7Z,1,1988,300,8,2017-08-19,NaT,,IOS,0
s3c1A7rc9R3yEM0,1,1992,300,3,2017-07-22,NaT,,AOS,2
IRV767fx4R4mjCw,0,1986,300,5,2019-05-30,NaT,,IOS,3
wYkuuiJXkRVDSYn,0,1990,500,7,2018-08-13,NaT,1,AOS,12
R0oSsdCkqWgUkzV,1,1996,300,2,2019-10-20,NaT,,AOS,1
RC3EHzC4rDEIYg6,1,1993,300,3,2019-12-23,NaT,1,AOS,10
JB8Oe2sk1pzjQuk,1,1987,400,5,2018-08-07,NaT,1,IOS,0
dpe5mwtyw1NAut6,1,1991,300,4,2020-03-31,NaT,,IOS,0
yWTP93BmV4obbUJ,0,1994,300,0,2018-02-18,NaT,,IOS,1
bynlViLItQ5rcoU,0,1990,400,14,2019-12-25,NaT,,IOS,0
yMFsa0xFknI7n3Y,0,1995,500,5,2018-11-03,NaT,1,AOS,4
a2AeEYeNtQBbD40,1,1997,300,7,2017-01-04,NaT,,AOS,5
MSVKMp3iaL6Tnbz,1,1994,300,2,2018-07-20,NaT,,AOS,0
jy0jIsyXGS5Azzk,1,1985,300,6,2020-05-13,NaT,,AOS,2
yeFyJSQyqNH2dQv,1,1992,300,8,2016-06-19,NaT,,AOS,0
WwK9gXjuFLYepwK,0,1994,500,3,2018-03-08,NaT,,AOS,1
Hj00ALJo3PDEcWX,0,1994,400,0,2017-08-30,NaT,,IOS,0
ocQUp5ha5jF0MNZ,0,1996,300,6,2018-11-17,NaT,,AOS,9
8WKfqZyb9RyPVWf,1,1986,300,7,2018-11-22,NaT,,IOS,0
ylXPLlVMfMjLQ4S,1,1991,400,6,2020-02-21,NaT,,AOS,0
wgd6sLkM0kWdMvF,1,1990,300,4,2017-05-20,NaT,,IOS,1
25BBsfQdgNkYQgd,1,1990,300,4,2016-09-07,NaT,,IOS,8
mfn7SPzMGoI8Zsx,1,1989,300,9,2019-10-12,NaT,,IOS,0
b792csRG3LlQ6p1,0,1991,500,2,2016-09-19,NaT,,AOS,0
tlvfHrazHusyovF,0,1989,500,4,2020-01-29,NaT,,AOS,0
tw7q8ZqVLkTNLqx,1,1984,300,3,2019-02-20,NaT,,IOS,2
qud3IYMx2vnjsew,0,1991,300,8,2019-11-22,NaT,,AOS,0
UQKE2DjwKlRXV98,1,1989,400,8,2019-03-31,NaT,,AOS,7
GjRTigsXa2Fb2Kg,1,1991,300,5,2018-11-10,NaT,,IOS,0
RiKD2tBDLixitLe,1,1993,500,6,2016-07-16,NaT,1,IOS,3
Hw9RuaX6rWMu4CL,0,1990,300,8,2016-05-04,NaT,,AOS,1
6XumM9IdhwcNgGq,0,1992,300,6,2018-09-16,NaT,,IOS,1
b8X1YF1Z6I2ZYJf,1,1988,300,0,2017-12-10,NaT,,IOS,0
YwCounD9pGZgqla,1,1991,300,0,2018-08-01,NaT,,AOS,11
h5YYI6pdoD2uz3d,1,1990,500,8,2018-08-03,NaT,,AOS,0
7k7MvpxPRPfzoZq,1,1988,300,6,2019-05-02,NaT,,AOS,2
nlAvhvS9GWzuoar,1,1989,300,4,2019-09-12,NaT,,AOS,0
MW5lHTPnkKXPMDB,1,1994,300,3,2018-03-01,NaT,,IOS,12
uWnqTVKvciD0Bsi,1,1991,500,2,2017-11-19,NaT,,AOS,10
5OLB16PMk4ErVZe,1,1988,400,1,2016-11-28,NaT,,AOS,9
Izfelfo4HDj51FX,0,1991,300,5,2016-11-29,NaT,,AOS,1
B9CWGWpqoJLcCT7,1,1991,300,8,2017-08-19,NaT,,AOS,0
sGNTbyDj2MT3L5k,0,1990,500,5,2020-12-25,NaT,1,AOS,0
ybilT4oDE1JMVb1,0,1995,300,7,2018-07-24,NaT,,IOS,0
ZKztGoHDKJV9vze,1,1994,400,10,2017-06-21,NaT,,AOS,0
L1dUmczjdT6dxkM,1,1992,500,0,2018-02-18,NaT,,AOS,11
HE55wxZ9Z4MJtKW,1,1992,300,10,2017-09-29,NaT,1,AOS,2
IF8PCbylXQAgIFZ,0,1994,400,7,2017-02-23,NaT,,IOS,2
MunHvzvA6vUXeZ0,0,1991,300,8,2018-10-22,NaT,,AOS,4
fUgNQa4khHgMQyr,1,1988,300,8,2018-03-02,NaT,1,AOS,0
x4V1ZpH513TEkEA,0,1990,300,6,2017-04-19,NaT,,AOS,2
fVdb9vdWUNpbthQ,0,1989,300,2,2017-08-05,NaT,,IOS,4
iEP9nzFuZgZMrHG,0,1991,300,3,2018-05-25,NaT,,AOS,0
OSBvuz6gElhesc1,1,1993,300,7,2019-04-11,NaT,1,AOS,4
uDnOZIqPQq4oTGJ,0,1990,400,2,2016-08-22,NaT,1,IOS,0
lGXECvp4yEFWI9d,0,1992,400,5,2017-07-28,NaT,,IOS,5
Ui0dmJwl6gxWf1H,0,1991,300,13,2018-06-06,NaT,1,AOS,0
OZO4Ra4imQwCdlj,0,1988,400,6,2017-03-10,NaT,,IOS,14
Oh4kXHHEa24EmNo,1,1993,300,1,2019-04-06,NaT,,IOS,0
ucsbOX0W6aGFDJk,0,1989,300,11,2018-09-18,NaT,,IOS,0
2qiVOJSlLvft5R2,0,1992,300,4,2019-01-25,NaT,,AOS,0
NLEPDPBB1zFTWua,1,1992,300,4,2017-10-04,NaT,1,AOS,0
jxfNMqDaXWmIr9r,1,1992,300,8,2017-11-02,NaT,,AOS,3
BVumjEsZrcbsAkY,1,1990,300,11,2017-04-12,NaT,,AOS,10
BHcBy9iN8FTU6dy,1,1980,400,4,2020-11-27,NaT,1,AOS,2
c2toZLjQLncEIa8,1,1980,500,0,2017-02-24,NaT,,IOS,0
NE8g4kq6ZKOuozl,0,1979,400,2,2020-11-25,NaT,,AOS,2
RcPPgnHIfeJKV3c,1,1982,300,2,2019-10-16,NaT,,IOS,4
gyjoUFLUZcWTquF,0,1980,400,1,2018-07-01,NaT,1,IOS,0
qerzF4Hqkhyi2NO,0,1983,300,0,2017-09-25,NaT,,IOS,2
gH9Mvfc7F4ySRJe,1,1971,300,0,2020-05-15,NaT,,IOS,0
thftST4Ajz1hsXQ,0,1975,400,3,2019-09-26,NaT,,AOS,1
0UYtc2hYDRofJuF,1,1976,300,1,2019-03-25,NaT,,IOS,0
k9eINBEQ62YkAY7,0,1975,300,0,2020-03-08,NaT,,AOS,0
er3sXxH1gNDsgTq,1,1975,300,0,2019-12-18,NaT,,IOS,1
j7IQvPJi4SKZ2bc,0,1985,300,0,2018-08-17,NaT,,AOS,0
f4oOuGJHdRSNeXY,1,1977,400,2,2019-12-10,NaT,,IOS,0
UKwil1dfPU3nfou,1,1977,500,0,2020-09-06,NaT,,AOS,0
LdUdKbCNkvzUesP,1,1975,300,3,2019-10-17,NaT,,AOS,1
8aCsBt0TA6IO8lm,0,1984,300,5,2019-05-03,NaT,,AOS,0
Q82K3gnsP2ECjFD,0,1986,400,0,2016-09-23,NaT,,IOS,1
O8OxrpUejJgoEeW,1,1980,300,0,2020-03-28,NaT,1,IOS,0
IiAvMjX2V0BJgBB,0,1980,300,0,2019-04-27,NaT,1,IOS,5
dM48f3UyhiTxcv2,1,1982,300,3,2017-04-26,NaT,,IOS,2
GeVnaA7yJF2Zncy,1,1977,300,6,2017-08-25,NaT,1,AOS,1
F0tvc9lqUAnmAjX,0,1978,300,2,2016-11-07,NaT,,AOS,0
PhZHdtxSu242MIC,0,1974,500,1,2019-04-10,NaT,,AOS,5
8kswSFljoFE53Uh,1,1979,300,0,2018-09-07,NaT,,IOS,5
dtCYAmLvNkGLq2W,1,1984,300,0,2019-04-26,NaT,,IOS,2
nr4ja0hftFsCbdy,0,1981,300,3,2020-02-06,NaT,,AOS,0
7MQfiWm7RT8406i,1,1979,300,0,2018-09-22,NaT,1,AOS,0
VlikcUBYHTP1sce,0,1978,500,0,2020-10-09,NaT,,IOS,0
8lj7tWlezXUVkB3,0,1976,300,2,2017-06-05,NaT,,IOS,1
7jqRj3w0G3BRcyO,1,1982,300,0,2019-08-25,NaT,,AOS,0
aKY1lR1yCjdoPSA,0,1983,400,2,2018-07-22,NaT,,IOS,1
RNTOaQMOyUAbLYk,1,1975,300,0,2018-06-26,NaT,,IOS,3
CJRapcVyjlDP5RR,1,1983,300,0,2020-01-05,NaT,,IOS,0
wn1RjScsksvF9wZ,1,1983,300,6,2020-08-04,NaT,,AOS,0
p396uOp1kBMuHhh,0,1977,400,3,2018-05-17,NaT,1,AOS,0
c0jKn0LMO3U7DQQ,1,1986,500,10,2017-07-01,NaT,1,AOS,0
ywVcRJltrmDKdKl,0,1986,500,1,2018-12-26,NaT,,AOS,3
k16KAzQvG8aEp05,1,1986,300,4,2020-07-27,NaT,,IOS,0
tpHe3WGOiHxVuck,1,1975,400,2,2018-01-23,NaT,,IOS,0
oJQJQkcE13kc2eJ,1,1984,300,0,2020-09-13,NaT,,IOS,0
8RwQsz4oxF3Objx,1,1990,400,0,2019-12-13,NaT,,AOS,0
KMms2sI0BVOQfy1,1,1974,300,2,2017-11-07,NaT,,AOS,2
3T5fP9x8tTWLppt,0,1979,300,0,2019-07-11,NaT,,AOS,0
3254aK8pDZd5QZw,0,1976,300,0,2020-12-31,NaT,,IOS,0
N0gjYNeDOLJh9xq,1,1978,500,6,2017-07-28,NaT,,IOS,2
slnGWL5DdEpOK7d,0,1977,300,0,2018-10-23,NaT,,AOS,0
sYexOsBLpRZ1hOi,1,1979,300,0,2018-03-01,NaT,1,AOS,5
hiSS83KPEz62xQt,1,1980,300,7,2020-04-17,NaT,,AOS,2
8ZE01IrK8JbSGri,1,1975,300,5,2018-04-20,NaT,1,IOS,5
Wlq50ErsoHR62yl,0,1972,300,0,2019-05-25,NaT,,AOS,0
4RgzotKsC7JtJAh,1,1980,300,6,2016-11-19,NaT,,AOS,3
o9UKRGuUHuafwAB,1,1985,500,5,2020-01-17,NaT,,AOS,0
QpH52b8sUK7ik5V,1,1974,300,6,2019-04-15,NaT,1,AOS,0
6pL97mRQlk9MnNf,1,1978,300,0,2020-05-29,NaT,,IOS,0
jFRNMYMPgi4nR4N,1,1980,300,0,2017-06-01,NaT,,AOS,2
WNy9tKKcQ5ae1mv,0,1971,300,3,2019-08-23,NaT,,IOS,0
MmbxoHXSlTWTs8o,0,1986,300,0,2019-02-21,NaT,,AOS,4
RxqZnYWGTTzAJ2x,0,1978,300,0,2020-06-27,NaT,1,AOS,0
P94QUwY78Zn06N6,1,1976,300,4,2020-09-22,NaT,,AOS,0
oJuO4pXJFKQiPof,0,1984,300,0,2018-04-09,NaT,,AOS,1
mv6wD3mAF5cB10C,1,1977,300,0,2016-10-19,NaT,,AOS,0
ctajKlBkGsb4FrQ,0,1980,400,1,2019-06-01,NaT,1,AOS,0
UMSbZjC2NUORqs4,0,1984,400,3,2019-04-29,NaT,,IOS,1
GPeG9hgrm7o6dHQ,0,1985,300,6,2017-08-21,NaT,,IOS,5
yGYdcVltYFKYRs9,1,1970,500,0,2020-05-25,NaT,,AOS,0
U6KklET2d3x8uoH,1,1973,300,5,2020-05-06,NaT,,IOS,1
LiwBI5FJZ5Id3wM,1,1980,500,0,2017-02-21,NaT,,AOS,0
Usn49Ipcx9KdQs7,0,1984,400,2,2019-08-04,NaT,1,AOS,0
87nfnOYBSEEvqxA,0,1972,300,5,2020-06-25,NaT,,AOS,2
QwTbclZpXm00TFs,0,1976,300,7,2020-07-22,NaT,,AOS,2
CVDxbzAclHItzWL,0,1977,300,0,2019-04-22,NaT,,AOS,0
oocCf3HVwtneZYy,0,1978,400,0,2020-10-05,NaT,,AOS,0
kqytWs519ttLsN5,1,1977,300,0,2019-11-08,NaT,,IOS,0
rcLnOjzyl0qWrtP,1,1981,500,0,2019-12-21,NaT,,IOS,1
Zg9IOOckHnR3575,1,1972,300,0,2020-10-20,NaT,1,IOS,0
eIvpZ3ILaejdqOP,0,1981,400,2,2018-08-20,NaT,,AOS,0
UKqvPjJf8Ok9HB2,0,1980,500,0,2020-08-02,NaT,,AOS,0
O8KhJbdAspWdJqe,0,1983,300,2,2019-11-18,NaT,,IOS,2
omYEA3rGXOAkGqM,0,1983,300,0,2019-12-06,NaT,,AOS,0
zNM9hMmzDHyZyjB,0,1973,500,3,2020-07-03,NaT,,AOS,0
PgaPBgkeaiRIvl0,1,1982,300,1,2020-01-18,NaT,,IOS,2
pCRGAwWsQaqjCLp,0,1986,300,4,2019-11-19,NaT,,IOS,0
vKG1aHLsyt4F5Kp,1,1983,300,1,2020-12-31,NaT,,IOS,0
k52zZ254DXWc6N2,1,1975,300,0,2020-04-27,NaT,,IOS,0
Jq28wiLNndxogcb,1,1979,300,0,2020-08-04,NaT,,AOS,0
ZlIWwJmm4UOx7RG,1,1977,400,0,2016-10-21,NaT,,AOS,6
PdHDcpOyAr4hLuP,0,1985,300,0,2019-04-18,NaT,,IOS,1
Qg0q6dznwo5isLU,1,1987,300,6,2017-11-30,NaT,,IOS,0
f66vonuByiX40rr,1,1981,300,0,2019-03-24,NaT,,IOS,1
cIYaCEXcEC2RftM,1,1976,300,0,2019-10-07,NaT,,AOS,0
jdudns5dGGJvowG,1,1972,300,2,2018-11-27,NaT,,AOS,0
LWMTWRD3fjnvhnj,1,1976,300,0,2019-02-03,NaT,,AOS,0
jldkaFjPynR4CJe,1,1977,300,1,2020-06-19,NaT,,AOS,0
XxyjHMleRmbzjJT,1,1981,300,4,2019-11-11,NaT,,AOS,0
QyP3W0Z0t3yPhQ2,1,1980,300,0,2019-10-29,NaT,,IOS,0
gWQq14QwmaAqAwF,1,1982,500,8,2019-05-09,NaT,1,AOS,0
bP92bDuCsb350BP,0,1975,300,0,2020-04-08,NaT,,IOS,2
IwGMoJzPdtZf9rj,0,1978,300,1,2019-04-19,NaT,,AOS,0
MSjghdHwmARl8UF,1,1978,500,4,2019-12-23,NaT,1,AOS,0
JyYDI6c1T8EaL1R,1,1975,300,3,2019-05-10,NaT,,AOS,0
GsCiFLyNIEBKt4u,0,1978,300,1,2020-02-29,NaT,1,AOS,2
Vah5VlLMfwjuNIY,1,1977,300,1,2017-03-28,NaT,,AOS,6
STUtbtVrjKeyVmY,1,1986,300,0,2017-11-08,NaT,,IOS,0
w6Xfi0O3VLFOUha,0,1982,400,0,2019-03-06,NaT,,AOS,1
Nqfr4Ebn9bfw73f,0,1976,300,0,2019-08-18,NaT,,IOS,0
mnpNr44VL99YCY6,1,1979,300,1,2018-03-14,NaT,1,AOS,0
NxlnDm2h7uKfH0y,1,1979,300,0,2018-09-15,NaT,,IOS,0
h5hMgiDZLGnNKW6,1,1982,300,0,2018-06-03,NaT,,IOS,0
Uq3T7Rt1bkMUay1,1,1982,300,0,2020-11-14,NaT,,AOS,9
EXOuhpqj6rLMu02,1,1978,400,0,2019-03-27,NaT,,AOS,1
7RAES7mPZT7kCUQ,0,1979,300,2,2020-12-13,NaT,1,AOS,0
CbJJLDMwGiRNmGW,0,1984,300,0,2019-03-09,NaT,,AOS,4
zee5dCFrNJllYcQ,0,1984,300,0,2020-11-09,NaT,1,IOS,2
MhXJmDF7rerEaoX,0,1980,300,0,2017-11-24,NaT,,IOS,5
Q22W4zm1y5u1ng3,0,1983,300,1,2018-04-11,NaT,,IOS,0
WtLaPtXsnjQicse,1,1984,300,0,2018-10-23,NaT,,AOS,5
qfltAE9wzv4zPCl,0,1981,300,0,2020-09-11,NaT,,IOS,0
uUJyRvF6jFG0ggC,1,1979,300,0,2020-09-26,NaT,,AOS,0
LxHo081xFIjfjDn,0,1985,300,0,2020-09-15,NaT,,AOS,0
WZBK3kYae2U9O7Y,1,1979,500,1,2018-01-04,NaT,,IOS,0
ZNzf2dXBS37vIeT,0,1988,400,0,2020-04-06,NaT,1,IOS,0
s9eFzLyaZmLlKYj,0,1977,400,0,2020-10-18,NaT,,IOS,0
17ERJ4vDuchiiD8,1,1987,300,3,2019-09-19,NaT,,AOS,2
8UPdTgyDsXlVCSq,0,1985,300,0,2020-05-24,NaT,,AOS,0
zgV3KWBhnsCAN73,0,1977,300,5,2020-01-02,NaT,,AOS,0
N3yEAiiNQcKmjHm,1,1979,400,0,2020-08-13,NaT,1,AOS,0
EbA55GT0c62CYeL,0,1979,500,3,2019-09-07,NaT,,IOS,0
zZclBta5I2NBJ94,0,1985,400,2,2019-04-25,NaT,1,AOS,0
0msy2A3la0RvlPD,1,1972,300,2,2020-03-12,NaT,1,AOS,0
3obBlPxUVOUbjfh,0,1980,300,1,2019-02-16,NaT,,IOS,0
uKzcGclZLPglH49,1,1974,400,0,2020-09-07,NaT,,AOS,0
xgz6dbc4A90ZXgD,1,1985,400,0,2020-02-09,NaT,1,AOS,0
V38M7ZD0nneFUgR,0,1975,500,1,2018-01-15,NaT,,AOS,0
xJ4okT3mhEvjAOB,0,1985,300,0,2020-12-20,NaT,,IOS,0
DVvmsLcbaHmOEHY,0,1977,300,4,2019-10-19,NaT,,AOS,0
qE5zDFCq0ygAqLO,1,1977,300,0,2016-08-18,NaT,,AOS,4
SI5DiviMWPJm1rt,0,1984,300,0,2019-08-21,NaT,,AOS,2
TS1hpV538G6m2Tu,1,1968,300,0,2018-04-04,NaT,1,AOS,0
1KbEC6TBNwQBq9W,1,1974,500,4,2020-10-19,NaT,,IOS,5
fSdXf5eR8oE2cQQ,0,1973,300,5,2020-05-16,NaT,,AOS,0
RHAdxPWDiHOB98M,0,1974,400,6,2017-10-11,NaT,,IOS,1
jpLdsqNzICQbA3e,1,1981,300,3,2019-02-09,NaT,,AOS,0
OodUd2ZKDlbtHd1,0,1976,300,6,2016-04-14,NaT,,IOS,3
W2z4pR8sqHIrfGw,0,1979,300,6,2020-01-03,NaT,1,AOS,0
7zeO9Zgn0kqsJVB,1,1971,300,2,2018-02-24,NaT,,IOS,0
PI9kCMwC0gz5Qnb,0,1978,300,0,2020-09-16,NaT,,AOS,0
GOorFwWXPGaUa4a,1,1978,300,1,2020-06-29,NaT,,AOS,0
k6HeJAiBFmYWvT7,1,1984,300,3,2018-05-31,NaT,,IOS,1
xFMbJTjGOPyPWhF,0,1990,300,2,2016-11-23,NaT,,IOS,3
bahnDj5Hi0WjuCJ,0,1981,300,1,2019-03-07,NaT,,AOS,0
oN5RdL09G70H1es,1,1980,300,0,2020-05-25,NaT,1,IOS,0
KVfMfQJ6t3fMoL5,1,1976,300,5,2019-09-23,NaT,,AOS,0
t3Bh0Cslep2r5cV,1,1984,500,2,2019-08-08,NaT,,AOS,0
D7687SK1VnjrXIM,1,1980,300,2,2018-05-19,NaT,,IOS,2
lMhkG0uEIZfvUtQ,1,1975,300,0,2019-11-21,NaT,,AOS,0
VJUD3VFnT1qXNfX,1,1983,300,2,2020-12-19,NaT,1,AOS,0
Bkvjg5IXWvPt6GP,0,1980,300,3,2018-02-16,NaT,,AOS,1
c6aa2estvgnUbP2,0,1981,500,2,2020-05-01,NaT,,IOS,0
KKp3Ib69tRAx99D,1,1985,300,1,2019-06-19,NaT,,AOS,0
fgsWJpavUVC008P,0,1979,300,0,2019-11-15,NaT,1,AOS,0
4ILtKbhUKe6pvNl,1,1980,300,3,2017-09-30,NaT,,IOS,3
PXy7NXE5awIwfjv,1,1982,300,1,2019-12-09,NaT,1,IOS,0
ILg9HhePv2Vdqy8,1,1977,300,6,2018-06-09,NaT,,AOS,8
eJn2mYRs9LQOeVd,1,1984,300,0,2017-12-25,NaT,,AOS,0
fxFO3hlg100gQqa,0,1978,400,7,2018-12-15,NaT,,IOS,0
maamIPgLjUbNzat,0,1976,300,0,2018-12-11,NaT,1,IOS,2
IsWb6nd8RK6BpEW,1,1978,300,3,2020-12-02,NaT,,AOS,3
EzXgiPPoFtlTH3a,1,1982,400,6,2019-04-21,NaT,,IOS,2
sgpoYFfgrLTU4yN,0,1978,500,4,2017-05-28,NaT,,AOS,2
xs6gqqpjfzSpaGe,0,1982,500,2,2020-07-03,NaT,,IOS,3
NykLTXb1oDCfFkp,1,1976,500,3,2019-02-21,NaT,,AOS,0
MjKoqTyPkJfHLo1,0,1981,300,0,2017-09-10,NaT,,AOS,4
fokYepLEz2N0I4l,1,1975,400,1,2019-07-29,NaT,,AOS,3
QWC5KJhfUsaIOMO,1,1979,300,0,2018-07-27,NaT,,IOS,1
oSNYcS2drru2mo1,1,1979,400,0,2019-03-18,NaT,,IOS,0
bopdtHEX5rGs5PQ,0,1981,300,1,2017-01-20,NaT,1,AOS,0
qziujw4FbKKZwzZ,0,1976,400,0,2017-03-30,NaT,,IOS,0
wjQOabQLyoLHSkW,1,1978,300,1,2017-08-31,NaT,1,AOS,1
rBiMSEpLRBOOMGR,1,1988,400,2,2019-01-31,NaT,,AOS,0
1Q4Gj43T0V6efI4,1,1977,300,2,2019-01-13,NaT,1,IOS,0
KIEpxpmjQePwSAM,1,1974,400,4,2018-02-27,NaT,,IOS,0
lOoEz8utoFYZQ4E,0,1975,300,1,2020-08-25,NaT,1,IOS,0
IybmpSVmcxfscGS,1,1985,300,0,2018-10-22,NaT,1,AOS,0
6i2hgzWaDyyatuC,0,1978,300,0,2019-05-14,NaT,,IOS,0
vC7ieqxvK5gXELP,0,1973,400,1,2018-07-10,NaT,,AOS,0
fKraHNU23FmyTaO,1,1979,300,6,2019-09-13,NaT,,AOS,3
M2NBOmazbnqnCbk,1,1983,300,0,2020-07-30,NaT,,IOS,1
hlhFk3yPIIhyK4Z,0,1969,300,4,2018-12-02,NaT,1,AOS,0
0gJPxaQy73DdOmb,1,1973,300,0,2018-02-14,NaT,,AOS,3
5poJFcOEpkfvitO,1,1975,300,3,2018-11-05,NaT,1,AOS,0
huZEeUMkqpUZb3G,0,1972,300,2,2019-09-11,NaT,,IOS,0
duYn8LMldOELdZt,1,1977,300,0,2019-06-02,NaT,,AOS,0
GwlenZrRxpngYCt,0,1976,400,0,2017-11-15,NaT,,IOS,0
DBdlLrJXIHiuowx,0,1982,300,1,2017-02-03,NaT,,IOS,4
QRac09MzfKM5JFM,1,1979,500,3,2017-06-10,NaT,,IOS,0
USxp993pbISGALH,1,1990,400,0,2017-08-17,NaT,,IOS,0
ccignWQ1cDWWKiu,1,1985,500,0,2018-09-17,NaT,,AOS,4
9c4RU5Of0CVPc7L,0,1973,300,3,2019-04-11,NaT,,AOS,1
eGSDTq37PGwuZZI,0,1984,300,1,2020-04-17,NaT,1,AOS,2
ctVOgzKzARuLAoq,1,1981,300,2,2018-05-06,NaT,,AOS,0
2HJoPc6us5Sn3Ma,0,1988,400,0,2018-09-20,NaT,,AOS,2
xxft9Bep0S2madu,1,1976,500,2,2020-09-25,NaT,,AOS,4
Vx4NGRNAR66EYs0,0,1968,300,3,2020-09-05,NaT,,IOS,0
vkcRjC2kNTeREBz,0,1979,300,0,2018-06-27,NaT,,AOS,0
AMOMLdrlUXF79Lm,1,1973,300,0,2016-02-18,NaT,,IOS,0
TaCcOHFvJKRY1fA,0,1985,300,0,2020-09-27,NaT,,AOS,2
X2WyYt6GEVWhg5Q,1,1984,300,5,2019-06-03,2020-11-29,,IOS,1
mKY1i0jIWCeLIxF,1,1982,500,1,2020-02-04,NaT,,IOS,4
l0yiQzliIyzwYrv,1,1975,300,0,2017-11-14,NaT,,AOS,1
VWu18BXwZJWd0Zg,0,1983,300,6,2018-11-04,NaT,,IOS,3
s0yZafwp2JryAxx,0,1979,300,0,2019-10-14,NaT,,AOS,0
N0vh5LXHkOVdB61,1,1973,300,0,2017-11-04,NaT,,AOS,3
cYWHFzcdClekQjk,1,1981,300,0,2018-07-26,NaT,,IOS,0
vOlBiCmrbB4qGL1,1,1990,300,0,2018-09-18,NaT,,AOS,5
rrKBBO6JrGmeFR7,1,1976,300,0,2018-01-15,NaT,,IOS,0
H5MOS8du6jVNaOb,0,1975,300,0,2018-06-20,NaT,1,AOS,0
d00XFSjR8tXgh5f,1,1982,400,0,2019-10-07,NaT,,AOS,0
nPKp8OmQuabxPl0,0,1972,300,3,2019-01-04,NaT,,AOS,0
eYyuQgTVi2B6buz,0,1980,500,6,2016-10-07,NaT,1,AOS,4
PtFS7wTSNaUkYCx,1,1978,400,0,2018-04-22,NaT,,IOS,0
mCuGlVHj7vwq7NS,0,1979,300,0,2018-03-31,NaT,,IOS,2
AOUqBGLSmByOVTq,1,1978,300,4,2019-09-12,NaT,1,AOS,0
T6yF5DAnXoxUaWz,1,1986,300,7,2019-12-26,NaT,1,AOS,0
6gmt6bGHFSR6yJq,0,1978,300,4,2018-09-18,NaT,,IOS,0
pmRWJYZE3zQLeJY,1,1982,300,7,2019-04-04,NaT,,AOS,2
TRleJnQjmMf7f6P,0,1977,300,0,2019-10-05,NaT,1,AOS,4
kv4ezbD6715t6zy,0,1977,300,1,2019-04-17,NaT,1,IOS,0
ksRLBFwXFqjLe2W,1,1976,300,0,2019-04-05,NaT,,AOS,0
zLQRddR0twiTehu,0,1978,400,0,2018-01-01,NaT,1,AOS,2
oGaIPVvDPy8m4Ka,0,1986,300,0,2019-01-19,NaT,1,IOS,0
Cpdfs2fknJDQGxy,1,1994,300,3,2020-02-08,NaT,,IOS,4
eP5BIMNtc597IQj,0,1994,300,2,2020-11-08,NaT,1,IOS,3
Yn4GUSWdJWIdFo2,1,1995,500,3,2019-08-28,NaT,1,AOS,6
L1lDREn0I4uhNak,0,1996,300,5,2018-12-01,NaT,1,IOS,4
SYlWQzkEGPYMLEm,0,1996,300,6,2020-12-07,NaT,1,AOS,3
ZLbDkzOIn1JxGgR,0,1996,400,6,2020-12-10,NaT,,IOS,2
Dc45dbRvFL78paF,0,1995,500,3,2020-02-14,NaT,1,AOS,2
On6pMceXc3TTVNN,0,1998,300,3,2020-10-08,NaT,1,AOS,4
sTylWDElg1zIp6l,1,1996,300,5,2020-06-27,NaT,1,AOS,3
gpJdz84dnnroQBD,1,2000,300,9,2020-08-18,NaT,,AOS,5
kjTxbg6mrhsiP9N,1,1996,300,6,2020-03-04,NaT,1,IOS,1
nK7otETdBEyXOup,1,1997,300,3,2020-12-24,NaT,,AOS,4
uyacgm9d90dIOqx,1,2000,300,7,2019-08-06,NaT,,IOS,6
QsMRuBpUAGLDr1e,0,1997,300,3,2019-12-18,NaT,,IOS,3
AQyesowOzB2SRnN,1,1993,400,4,2020-10-16,NaT,,AOS,0
5CSOF5h6GpW0AGj,1,1999,300,7,2020-12-03,NaT,,IOS,3
W7jl1g71SbJlBx3,1,1997,300,4,2020-06-12,NaT,,IOS,2
Ap2YlMhcU1ymlQs,1,2001,400,10,2020-09-11,NaT,1,AOS,4
Xx23lZu18TyXy6u,0,1998,300,11,2020-11-01,NaT,,IOS,2
wgFZf7vaUrbpyi0,0,1996,300,4,2020-02-08,NaT,,IOS,2
LsLirDvsN5GwVkA,0,2000,300,4,2018-12-02,NaT,1,IOS,3
mRYddSw53qPVYKr,0,1992,300,0,2020-03-27,NaT,,AOS,0
5yN5Btn6gg4uNEd,1,1999,300,7,2020-10-10,NaT,1,AOS,3
a67TrEf4xSUwHa4,0,1996,300,8,2020-06-19,NaT,1,AOS,3
MqzfIl9Tm2o1Dat,1,1994,300,10,2020-11-08,NaT,,AOS,3
kWnYb4RTSNSLrtD,1,1996,500,7,2020-05-21,NaT,,AOS,3
7bEoBDo4X57aTAM,0,1998,400,10,2018-11-08,NaT,,IOS,3
qvtot6ABYZwXUF3,1,1996,300,7,2020-12-16,NaT,,AOS,1
