,user_id,membership_type,total_order_cnt,total_cost,avg_coupon_amt,avg_point_amt,weekly_order_cnt,monthly_order_cnt,avg_cost,avg_item_cost,last_date,days_of_recency,R_score,F_score,M_score,km_label
625,NxlnDm2h7uKfH0y,100,1.0,25000.0,0.0,0.0,1.0,1.0,25000.0,19000.0,2020-01-19,19,1,1,1,0
626,dYFWZVL90mc59th,500,51.0,1112620.0,-1372.549019607843,0.0,2.4285714285714284,8.5,21816.08,15141.18,2020-06-29,181,5,3,4,1
627,yGYdcVltYFKYRs9,100,1.0,23000.0,0.0,-150.0,1.0,1.0,23000.0,17000.0,2020-01-11,11,1,1,1,0
628,chGOzjZU2g8pLrK,300,36.0,1603350.0,-1111.111111111111,-3.611111111111111,1.8947368421052633,6.0,44537.5,41165.28,2020-06-25,177,4,3,4,1
629,Kn3E0UFZxx1N7Ks,100,1.0,43000.0,0.0,0.0,1.0,1.0,43000.0,38000.0,2020-02-09,40,2,1,2,3
630,2fG5a0aOjhiOXOJ,100,1.0,40500.0,-5000.0,0.0,1.0,1.0,40500.0,0.0,2020-03-20,80,2,1,2,3
631,ZQ6k4CCtkgnVZTs,100,1.0,36500.0,0.0,0.0,1.0,1.0,36500.0,29000.0,2020-05-21,142,4,1,2,4
632,IQrdtcvgCzJ9Y4J,100,1.0,47500.0,0.0,0.0,1.0,1.0,47500.0,45000.0,2020-02-28,59,2,1,2,3
633,OG1SRrSAmauI3WE,100,1.0,34300.0,0.0,0.0,1.0,1.0,34300.0,0.0,2020-01-31,31,2,1,2,3
634,6bw1cAgq63Erp4d,100,1.0,42700.0,0.0,-180.0,1.0,1.0,42700.0,35200.0,2020-01-11,11,1,1,2,3
635,nG83TburRTDFUom,100,1.0,22500.0,0.0,0.0,1.0,1.0,22500.0,15000.0,2020-06-21,173,4,1,1,4
636,xXL2A0otN2By7ge,100,1.0,35600.0,0.0,0.0,1.0,1.0,35600.0,29600.0,2020-06-12,164,4,1,2,4
637,7OTLxZvMsSfsTkK,300,23.0,602100.0,-565.2173913043479,0.0,1.4375,4.6,26178.26,16982.61,2020-06-26,178,4,2,3,2
638,dqVQDZskjdxA4Ws,100,1.0,25000.0,-7000.0,0.0,1.0,1.0,25000.0,16500.0,2020-02-06,37,2,1,1,0
639,jStfVLXiufY7LMg,300,32.0,1343300.0,-625.0,0.0,1.6842105263157894,5.333333333333333,41978.12,19371.88,2020-06-28,180,4,3,4,1
640,nB3zs9NZnMUtDGJ,300,55.0,1788000.0,-109.0909090909091,0.0,2.1153846153846154,9.166666666666666,32509.09,25927.27,2020-06-29,181,5,3,4,1
641,tfK5JZ0L7SqlWhf,300,63.0,2550400.0,-1444.4444444444446,0.0,2.333333333333333,10.5,40482.54,37228.57,2020-06-30,182,5,4,4,1
642,KMms2sI0BVOQfy1,100,1.0,15200.0,0.0,0.0,1.0,1.0,15200.0,9200.0,2020-03-15,75,2,1,1,0
643,rnRHjxLXthqvI1y,100,1.0,45500.0,0.0,0.0,1.0,1.0,45500.0,39000.0,2020-03-28,88,2,1,2,3
644,H8k5YE60ck6vK3Y,100,1.0,31000.0,0.0,0.0,1.0,1.0,31000.0,24000.0,2020-06-21,173,4,1,2,4
645,Aidu4DIY4h57OFu,100,1.0,15300.0,0.0,0.0,1.0,1.0,15300.0,13800.0,2020-04-16,107,3,1,1,4
646,NA4M922ng2AP4Zj,100,1.0,27500.0,0.0,0.0,1.0,1.0,27500.0,20000.0,2020-01-13,13,1,1,1,0
647,fSFBKRxPKp5duYv,100,2.0,27000.0,0.0,0.0,2.0,2.0,13500.0,10000.0,2020-02-04,35,2,1,1,0
648,Y3cW7SSSuQ39Qz4,300,40.0,1510000.0,-1350.0,0.0,1.9047619047619049,6.666666666666668,37750.0,14687.5,2020-06-15,167,4,3,4,1
649,8lmXoRoUBxOjPjM,100,1.0,70000.0,0.0,0.0,1.0,1.0,70000.0,70000.0,2020-01-19,19,1,1,2,3
650,0aEoIH4JTseyfUC,100,1.0,28500.0,0.0,0.0,1.0,1.0,28500.0,22000.0,2020-02-19,50,2,1,1,0
651,AC82RvCfkNQeE59,100,1.0,60500.0,0.0,0.0,1.0,1.0,60500.0,54000.0,2020-01-27,27,1,1,2,3
652,7gFayIHwMVPw69b,100,1.0,33000.0,0.0,0.0,1.0,1.0,33000.0,0.0,2020-04-10,101,3,1,2,4
653,amgSeZneSaIxU3l,100,1.0,27000.0,0.0,0.0,1.0,1.0,27000.0,22000.0,2020-03-29,89,2,1,1,0
654,a9pEvoCF1ZGlO2u,100,2.0,41500.0,0.0,0.0,1.0,1.0,20750.0,20500.0,2020-03-04,64,2,1,2,3
655,6LvyicwHcjf304f,100,1.0,22600.0,0.0,0.0,1.0,1.0,22600.0,21600.0,2020-06-07,159,4,1,1,4
656,fveWbJ20L1uj7hm,500,150.0,7006900.0,0.0,0.0,5.5555555555555545,25.0,46712.67,40810.67,2020-06-30,182,5,5,5,1
657,WjHwxhPZRgMXNSb,300,45.0,2117500.0,-1733.333333333333,0.0,2.3684210526315788,7.5,47055.56,43066.67,2020-06-30,182,5,3,4,1
658,KjE0XlRKY00Eia9,100,2.0,25500.0,0.0,0.0,1.0,1.0,12750.0,3000.0,2020-05-26,147,4,1,1,4
659,mTmOuVxwIsItI18,100,1.0,16200.0,0.0,0.0,1.0,1.0,16200.0,16200.0,2020-02-06,37,2,1,1,0
660,NykLTXb1oDCfFkp,100,1.0,27600.0,-2000.0,0.0,1.0,1.0,27600.0,20600.0,2020-02-12,43,2,1,1,0
661,6QmfUDu6TyA3Aht,100,1.0,42900.0,0.0,0.0,1.0,1.0,42900.0,28000.0,2020-01-05,5,1,1,2,3
662,h29KXeSaG8rT538,300,19.0,696300.0,-2000.0,0.0,1.3571428571428572,3.8,36647.37,24457.89,2020-06-20,172,4,2,3,2
663,6CDGQXORzfFYsdG,100,1.0,30000.0,0.0,0.0,1.0,1.0,30000.0,0.0,2020-01-06,6,1,1,1,0
664,7l0znoX8BcO8p5m,100,1.0,13000.0,0.0,0.0,1.0,1.0,13000.0,6000.0,2020-02-27,58,2,1,1,0
665,uUWnAHqfzCHb4cg,300,30.0,830500.0,-1166.6666666666667,0.0,1.7647058823529411,5.0,27683.33,4400.0,2020-06-26,178,4,2,3,2
666,0a10Vs04mFQueIg,100,1.0,47000.0,0.0,0.0,1.0,1.0,47000.0,40000.0,2020-02-13,44,2,1,2,3
667,nImaL7RupSFNuiB,100,1.0,24000.0,0.0,0.0,1.0,1.0,24000.0,16000.0,2020-01-19,19,1,1,1,0
668,sCinNq4NpqpHFay,100,2.0,32000.0,0.0,0.0,1.0,2.0,16000.0,7500.0,2020-02-24,55,2,1,2,3
669,9RttRrqgYmPahKM,100,1.0,23500.0,-2000.0,0.0,1.0,1.0,23500.0,21500.0,2020-01-04,4,1,1,1,0
670,hQvhOVtoiKDQlpF,100,1.0,39000.0,0.0,0.0,1.0,1.0,39000.0,33000.0,2020-05-30,151,4,1,2,4
671,cB5fKSBX0k7zkMK,100,1.0,34000.0,0.0,0.0,1.0,1.0,34000.0,30000.0,2020-02-03,34,2,1,2,3
672,MB9geapQZHGwFND,100,1.0,17400.0,0.0,0.0,1.0,1.0,17400.0,17400.0,2020-02-13,44,2,1,1,0
673,vSyLQRwo0JyBsTq,300,45.0,1625000.0,-966.6666666666665,0.0,1.9565217391304348,7.5,36111.11,3782.22,2020-06-29,181,5,3,4,1
674,Pn4pd0LDBVAnKmg,100,1.0,34500.0,0.0,-1300.0,1.0,1.0,34500.0,28000.0,2020-01-09,9,1,1,2,3
675,goGl9ZiL0pkhd9W,300,18.0,1186700.0,-166.66666666666666,0.0,1.0588235294117647,3.0,65927.78,64677.78,2020-06-27,179,4,2,4,2
676,x9gLQhVxUp010Ok,100,1.0,15900.0,0.0,0.0,1.0,1.0,15900.0,0.0,2020-03-16,76,2,1,1,0
677,HtQWWdObMXN9OHU,100,2.0,30300.0,0.0,0.0,1.0,1.0,15150.0,10900.0,2020-02-24,55,2,1,2,3
678,4SsB4UkJx53G8KL,100,1.0,24300.0,0.0,0.0,1.0,1.0,24300.0,16800.0,2020-02-08,39,2,1,1,0
679,ErxEpQISpSdYVpE,100,1.0,26000.0,0.0,0.0,1.0,1.0,26000.0,0.0,2020-06-03,155,4,1,1,4
680,a0zrnHz3Ui8U82v,300,67.0,1278500.0,-619.4029850746268,0.0,2.68,11.166666666666664,19082.09,17746.27,2020-06-20,172,4,4,4,1
681,rrKBBO6JrGmeFR7,100,1.0,28000.0,0.0,0.0,1.0,1.0,28000.0,0.0,2020-03-20,80,2,1,1,0
682,lJxIsvUbxr87jfJ,100,1.0,10000.0,0.0,0.0,1.0,1.0,10000.0,0.0,2020-02-20,51,2,1,1,0
683,Qze8vBbefoG75rc,300,59.0,2180550.0,-1474.5762711864404,0.0,2.565217391304348,9.833333333333334,36958.47,32119.49,2020-06-06,158,4,3,4,1
684,JH6ROBkcvSNFplL,100,1.0,38500.0,0.0,0.0,1.0,1.0,38500.0,31000.0,2020-01-13,13,1,1,2,3
685,zGUALCQBKv3UA9T,100,1.0,27500.0,0.0,0.0,1.0,1.0,27500.0,19000.0,2020-03-01,61,2,1,1,0
686,dV6sBhklunFJBa2,100,1.0,37000.0,0.0,0.0,1.0,1.0,37000.0,33000.0,2020-01-26,26,1,1,2,3
687,QZww69ApmtYQ1Gu,100,1.0,42500.0,0.0,0.0,1.0,1.0,42500.0,39000.0,2020-01-06,6,1,1,2,3
688,6LCtJFjp39RMoIs,100,2.0,42800.0,0.0,0.0,1.0,1.0,21400.0,10000.0,2020-02-26,57,2,1,2,3
689,76qCtC5OEsOYkS3,100,1.0,39000.0,0.0,0.0,1.0,1.0,39000.0,39000.0,2020-01-30,30,1,1,2,3
690,zSGECML4fwIOuLV,300,32.0,779700.0,-937.5,0.0,1.6842105263157894,5.333333333333333,24365.62,11862.5,2020-06-26,178,4,3,3,1
691,D7687SK1VnjrXIM,100,1.0,28000.0,0.0,0.0,1.0,1.0,28000.0,21500.0,2020-03-21,81,2,1,1,0
692,oN5RdL09G70H1es,100,1.0,38500.0,0.0,0.0,1.0,1.0,38500.0,36000.0,2020-01-15,15,1,1,2,3
693,msqmDemX2sUt4M7,100,1.0,42500.0,0.0,0.0,1.0,1.0,42500.0,36000.0,2020-02-24,55,2,1,2,3
694,jbenBZvrLmpT5lg,300,20.0,769300.0,-600.0,0.0,1.6666666666666667,4.0,38465.0,32915.0,2020-05-26,147,4,2,3,2
695,5h7Qzj3iRDIRhL6,100,1.0,43900.0,0.0,0.0,1.0,1.0,43900.0,36900.0,2020-03-25,85,2,1,2,3
696,OetbQZtNrSFJ6Tz,100,1.0,23000.0,0.0,0.0,1.0,1.0,23000.0,0.0,2020-01-04,4,1,1,1,0
697,OfhBnkfkdeArtEW,100,1.0,32800.0,0.0,0.0,1.0,1.0,32800.0,28300.0,2020-04-01,92,3,1,2,4
698,dordZeU8MjNO5l8,100,1.0,8000.0,0.0,0.0,1.0,1.0,8000.0,0.0,2020-05-25,146,4,1,1,4
699,lfpxRIsbmmt6mUQ,100,1.0,26000.0,-5000.0,0.0,1.0,1.0,26000.0,20000.0,2020-01-02,2,1,1,1,0
700,dJmjc3u7uFPBpMm,100,1.0,41500.0,0.0,0.0,1.0,1.0,41500.0,35500.0,2020-01-27,27,1,1,2,3
701,Cx2qs3823IBE50M,100,1.0,24000.0,0.0,0.0,1.0,1.0,24000.0,18000.0,2020-05-01,122,4,1,1,4
702,rBiMSEpLRBOOMGR,100,1.0,15500.0,0.0,0.0,1.0,1.0,15500.0,0.0,2020-03-10,70,2,1,1,0
703,GgXooVB5FoYNMql,100,1.0,25500.0,0.0,0.0,1.0,1.0,25500.0,0.0,2020-01-17,17,1,1,1,0
704,WqUklKn28EJBlEj,100,1.0,44000.0,0.0,0.0,1.0,1.0,44000.0,38000.0,2020-01-19,19,1,1,2,3
705,6dQeKwUeru7KdlB,100,1.0,41000.0,0.0,0.0,1.0,1.0,41000.0,28000.0,2020-01-30,30,1,1,2,3
706,TZ5wUuVST1MycSL,100,1.0,31000.0,0.0,0.0,1.0,1.0,31000.0,25000.0,2020-03-13,73,2,1,2,3
707,dLQya0nsMHiLSGO,100,2.0,39800.0,-4000.0,0.0,1.0,1.0,19900.0,13650.0,2020-02-08,39,2,1,2,3
708,y4lh9K37OBFoXu5,300,28.0,879600.0,-1535.7142857142858,0.0,1.8666666666666667,5.6,31414.29,19014.29,2020-06-29,181,5,2,3,2
709,ty4beqYAuaK7jqO,100,1.0,45500.0,0.0,0.0,1.0,1.0,45500.0,0.0,2020-04-19,110,3,1,2,4
710,GyW1PXxqJftncNo,100,1.0,40500.0,0.0,0.0,1.0,1.0,40500.0,36000.0,2020-01-18,18,1,1,2,3
711,uHTtHUne3Pd9si8,100,1.0,6000.0,-5000.0,0.0,1.0,1.0,6000.0,0.0,2020-01-21,21,1,1,1,0
712,rmL71oAaMyszmj6,100,1.0,34000.0,0.0,0.0,1.0,1.0,34000.0,30000.0,2020-02-02,33,2,1,2,3
713,7C9C60EDkPZ05RF,100,2.0,38400.0,0.0,0.0,2.0,2.0,19200.0,16450.0,2020-05-15,136,4,1,2,4
714,1PJ215iespd9Mdo,100,1.0,46500.0,0.0,0.0,1.0,1.0,46500.0,0.0,2020-01-04,4,1,1,2,3
715,xqPtXwoXsWZMZSB,100,1.0,32000.0,0.0,0.0,1.0,1.0,32000.0,22000.0,2020-05-03,124,4,1,2,4
716,DpHPTCQthwG2Ekr,400,49.0,1484700.0,-448.9795918367347,0.0,1.96,8.166666666666666,30300.0,25963.27,2020-06-30,182,5,3,4,1
717,u7t7UIuZUL53Nxr,500,92.0,3556200.0,-554.3478260869565,0.0,4.380952380952381,18.4,38654.35,34714.13,2020-06-29,181,5,4,5,1
718,yuTSuqScOXBFAVl,400,16.0,728300.0,-562.5,0.0,1.2307692307692308,3.2,45518.75,28112.5,2020-05-28,149,4,2,3,2
719,thcydCZe3zrrEm2,100,1.0,21500.0,0.0,0.0,1.0,1.0,21500.0,17000.0,2020-02-09,40,2,1,1,0
720,kqfSdS2hURIyUwd,100,1.0,17000.0,0.0,0.0,1.0,1.0,17000.0,9000.0,2020-01-07,7,1,1,1,0
721,e05Jf5kBhQuVl6e,100,1.0,34500.0,0.0,0.0,1.0,1.0,34500.0,30000.0,2020-02-21,52,2,1,2,3
722,20MmkKIafmO1xti,100,1.0,41000.0,0.0,0.0,1.0,1.0,41000.0,36000.0,2020-02-15,46,2,1,2,3
723,k6HeJAiBFmYWvT7,100,1.0,27400.0,0.0,0.0,1.0,1.0,27400.0,0.0,2020-04-18,109,3,1,1,4
724,0sYZhAXUb1XywGn,100,1.0,42600.0,0.0,0.0,1.0,1.0,42600.0,34600.0,2020-03-20,80,2,1,2,3
725,Z0iPIHcEAJMBJXp,100,1.0,15900.0,0.0,0.0,1.0,1.0,15900.0,6400.0,2020-03-15,75,2,1,1,0
726,LES7R4k5s8ZDywa,300,67.0,2550670.0,-1059.7014925373137,0.0,2.4814814814814814,11.166666666666664,38069.7,32407.45,2020-06-28,180,4,4,4,1
727,xxft9Bep0S2madu,100,1.0,21500.0,-3000.0,0.0,1.0,1.0,21500.0,17000.0,2020-03-15,75,2,1,1,0
728,xktpS2OHWMz8PTg,100,1.0,22400.0,0.0,0.0,1.0,1.0,22400.0,15400.0,2020-01-06,6,1,1,1,0
729,8MswdswV2Gd8LiJ,100,1.0,42500.0,0.0,0.0,1.0,1.0,42500.0,35000.0,2020-01-30,30,1,1,2,3
730,KW7E5S1VQ3ZH6a3,100,2.0,43000.0,0.0,0.0,1.0,1.0,21500.0,0.0,2020-02-01,32,2,1,2,3
731,kNHxnjZZyVnPcXt,100,3.0,81000.0,0.0,0.0,1.5,3.0,27000.0,12666.67,2020-01-11,11,1,1,2,3
732,tkq9oA1LGCx3ehb,100,1.0,42500.0,0.0,0.0,1.0,1.0,42500.0,40000.0,2020-04-13,104,3,1,2,4
733,auGBM1mDVDyFnaX,400,34.0,1960900.0,-1294.1176470588236,-118.52941176470587,1.7894736842105263,5.666666666666668,57673.53,41908.82,2020-06-28,180,4,3,4,1
734,1jFjNDqiOqof3pR,100,1.0,31000.0,0.0,0.0,1.0,1.0,31000.0,24000.0,2020-01-11,11,1,1,2,3
735,SLNtCEznAJcNLpA,100,1.0,48500.0,0.0,0.0,1.0,1.0,48500.0,46500.0,2020-02-04,35,2,1,2,3
736,AqxhTDQv8SZYu6W,100,1.0,62420.0,-5000.0,0.0,1.0,1.0,62420.0,47000.0,2020-01-05,5,1,1,2,3
737,LI1tXzsP1D4tREM,100,1.0,44000.0,0.0,0.0,1.0,1.0,44000.0,40000.0,2020-02-15,46,2,1,2,3
738,zb20egEr8Hv71NK,100,1.0,31000.0,0.0,0.0,1.0,1.0,31000.0,22000.0,2020-01-07,7,1,1,2,3
739,lLSjcqvQdI1WABQ,100,1.0,46500.0,0.0,0.0,1.0,1.0,46500.0,39000.0,2020-02-24,55,2,1,2,3
740,NRoaai1ffpGBL7Z,300,27.0,684900.0,-1592.5925925925924,-31.11111111111111,2.4545454545454546,5.4,25366.67,17659.26,2020-05-09,130,4,2,3,2
741,CEN1ShHwGid9hQT,300,68.0,2912230.0,-29.411764705882355,0.0,2.9565217391304346,11.333333333333336,42826.91,35917.65,2020-06-30,182,5,4,4,1
742,01mD7dkRD5GV5QV,100,1.0,42000.0,0.0,0.0,1.0,1.0,42000.0,39500.0,2020-02-03,34,2,1,2,3
743,TvDsm9yxt8Mjl7t,100,1.0,23500.0,0.0,0.0,1.0,1.0,23500.0,0.0,2020-01-12,12,1,1,1,0
744,7k7MvpxPRPfzoZq,100,1.0,21000.0,0.0,0.0,1.0,1.0,21000.0,14000.0,2020-02-08,39,2,1,1,0
745,L1lDREn0I4uhNak,100,1.0,20600.0,0.0,0.0,1.0,1.0,20600.0,15100.0,2020-02-12,43,2,1,1,0
746,GsCiFLyNIEBKt4u,100,1.0,13000.0,0.0,0.0,1.0,1.0,13000.0,7000.0,2020-01-27,27,1,1,1,0
747,tWkU9YszX4Dy4rZ,100,1.0,18000.0,0.0,0.0,1.0,1.0,18000.0,10000.0,2020-01-09,9,1,1,1,0
748,k16KAzQvG8aEp05,100,1.0,42500.0,0.0,0.0,1.0,1.0,42500.0,35000.0,2020-02-20,51,2,1,2,3
749,duYn8LMldOELdZt,100,1.0,45500.0,0.0,0.0,1.0,1.0,45500.0,42000.0,2020-01-23,23,1,1,2,3
750,7HkO2mvRCYH5ny7,100,1.0,23000.0,0.0,0.0,1.0,1.0,23000.0,18000.0,2020-02-21,52,2,1,1,0
751,qsHcQo0bJQbN4Y8,100,1.0,27500.0,0.0,0.0,1.0,1.0,27500.0,21000.0,2020-01-10,10,1,1,1,0
752,uVSD2VYMgXpe9vk,100,1.0,30500.0,0.0,0.0,1.0,1.0,30500.0,26000.0,2020-03-21,81,2,1,2,3
753,GUp8bNYXWnfifqn,400,55.0,1755100.0,-927.2727272727273,0.0,2.2,9.166666666666666,31910.91,27465.45,2020-06-30,182,5,3,4,1
754,idYGmu1en15WuSZ,100,1.0,14000.0,0.0,0.0,1.0,1.0,14000.0,7000.0,2020-05-19,140,4,1,1,4
755,EhPV68FlDkwWe24,500,47.0,1394700.0,-978.7234042553192,0.0,2.136363636363636,7.833333333333332,29674.47,24802.13,2020-06-25,177,4,3,4,1
756,4GCOQD6wUxYeyZ0,100,1.0,39500.0,0.0,0.0,1.0,1.0,39500.0,35000.0,2020-01-10,10,1,1,2,3
757,tw7q8ZqVLkTNLqx,100,1.0,24000.0,0.0,0.0,1.0,1.0,24000.0,24000.0,2020-02-28,59,2,1,1,0
758,Fjiah1fOZKrV7d9,100,1.0,48000.0,0.0,0.0,1.0,1.0,48000.0,48000.0,2020-01-31,31,2,1,2,3
759,Cpdfs2fknJDQGxy,100,1.0,21620.0,0.0,0.0,1.0,1.0,21620.0,6500.0,2020-01-03,3,1,1,1,0
760,QR1hXSyUQsVbC4r,400,29.0,824220.0,-1310.344827586207,0.0,2.4166666666666665,4.833333333333333,28421.38,23282.76,2020-06-24,176,4,2,3,2
761,KF3dIVZxFwjd3Xg,100,1.0,37500.0,0.0,0.0,1.0,1.0,37500.0,22000.0,2020-01-14,14,1,1,2,3
762,sVyPqVS5875j8WU,100,1.0,24000.0,0.0,0.0,1.0,1.0,24000.0,0.0,2020-02-18,49,2,1,1,0
763,41jmafg5iS186bB,100,1.0,17650.0,-5000.0,0.0,1.0,1.0,17650.0,16650.0,2020-02-28,59,2,1,1,0
764,eecyzdJmUkFSoQE,100,1.0,35600.0,0.0,0.0,1.0,1.0,35600.0,31600.0,2020-02-17,48,2,1,2,3
765,2wV8MZKwEu2hqvz,300,28.0,1209660.0,-607.1428571428571,0.0,2.333333333333333,7.0,43202.14,31928.57,2020-05-18,139,4,2,4,2
766,eEIBa6kPQXXIk9O,400,47.0,1646500.0,-808.5106382978723,0.0,2.0434782608695654,7.833333333333332,35031.91,30840.43,2020-06-27,179,4,3,4,1
767,bL5O3uPH1bFZQih,100,1.0,37500.0,0.0,0.0,1.0,1.0,37500.0,30000.0,2020-02-23,54,2,1,2,3
768,lVfk5ZyLCaigjPE,100,1.0,13500.0,-5000.0,0.0,1.0,1.0,13500.0,7000.0,2020-01-21,21,1,1,1,0
769,Q9PNyEMNKBVkYt3,100,2.0,49000.0,-2000.0,0.0,1.0,1.0,24500.0,18000.0,2020-03-27,87,2,1,2,3
770,bpqo3NC22R0TjNm,100,1.0,21150.0,0.0,0.0,1.0,1.0,21150.0,18650.0,2020-01-19,19,1,1,1,0
771,NnfEGcLWjY6JDvR,100,1.0,25500.0,0.0,0.0,1.0,1.0,25500.0,0.0,2020-02-06,37,2,1,1,0
772,hLvHdctR43pR09T,100,2.0,43900.0,-1000.0,0.0,1.0,1.0,21950.0,16950.0,2020-03-19,79,2,1,2,3
773,aD8BhoZET1vwgU9,100,1.0,23500.0,0.0,0.0,1.0,1.0,23500.0,19000.0,2020-03-06,66,2,1,1,0
774,6GXKiD4KCGxbyrl,100,1.0,24400.0,0.0,0.0,1.0,1.0,24400.0,17900.0,2020-02-05,36,2,1,1,0
775,1TaIP387smcMHn6,100,1.0,50000.0,-5000.0,0.0,1.0,1.0,50000.0,0.0,2020-02-16,47,2,1,2,3
776,wJIiW4Il05DD0Es,100,1.0,23000.0,0.0,0.0,1.0,1.0,23000.0,18500.0,2020-02-02,33,2,1,1,0
777,7ZOngAVcoQX5oyv,100,1.0,44000.0,0.0,0.0,1.0,1.0,44000.0,37000.0,2020-04-16,107,3,1,2,4
778,n590W1hp3WzZowO,300,11.0,230100.0,0.0,0.0,1.8333333333333333,5.5,20918.18,12790.91,2020-06-29,181,5,1,3,2
779,TWykWgPevXdJO9v,100,1.0,42500.0,0.0,0.0,1.0,1.0,42500.0,39000.0,2020-01-18,18,1,1,2,3
780,v0O3P8sg5MQUhh4,500,76.0,2802500.0,-197.36842105263162,0.0,2.9230769230769234,12.666666666666664,36875.0,7855.26,2020-06-25,177,4,4,4,1
781,4mKGTuC9Iz5N6N6,300,37.0,1087810.0,-540.5405405405405,0.0,1.85,6.166666666666668,29400.27,3693.24,2020-06-26,178,4,3,4,1
782,2gwtSJUgQOsF9Yq,500,43.0,1874150.0,-1069.7674418604652,0.0,2.0476190476190474,7.166666666666668,43584.88,22109.3,2020-06-27,179,4,3,4,1
783,pV5FEsUSw8gTXvY,100,1.0,40500.0,0.0,-1000.0,1.0,1.0,40500.0,34000.0,2020-03-05,65,2,1,2,3
784,e03WBZhF62dDzgp,100,1.0,23000.0,0.0,0.0,1.0,1.0,23000.0,17000.0,2020-02-29,60,2,1,1,0
785,BT6wFwgV5EHCYGS,100,1.0,19000.0,0.0,0.0,1.0,1.0,19000.0,13000.0,2020-04-08,99,3,1,1,4
786,yVsVyY7ymmwo9B9,100,1.0,23000.0,0.0,0.0,1.0,1.0,23000.0,16000.0,2020-05-15,136,4,1,1,4
787,uWnqTVKvciD0Bsi,300,58.0,1168340.0,-1448.2758620689654,0.0,2.32,9.666666666666666,20143.79,12612.07,2020-06-24,176,4,3,4,1
788,dALl8SMmWlicQyy,100,1.0,42500.0,0.0,0.0,1.0,1.0,42500.0,38000.0,2020-02-07,38,2,1,2,3
789,jH2UwpDmoK3WUcU,100,1.0,74000.0,0.0,0.0,1.0,1.0,74000.0,73000.0,2020-01-22,22,1,1,2,3
790,7VDFB41Bgx2taGk,100,1.0,28300.0,0.0,0.0,1.0,1.0,28300.0,0.0,2020-04-25,116,3,1,1,4
791,f66vonuByiX40rr,100,2.0,53500.0,0.0,0.0,1.0,2.0,26750.0,0.0,2020-01-18,18,1,1,2,3
792,RISfSpRmAvn383u,100,1.0,42000.0,0.0,0.0,1.0,1.0,42000.0,0.0,2020-02-23,54,2,1,2,3
793,2jVM3MoTglbkmUD,100,1.0,36000.0,0.0,0.0,1.0,1.0,36000.0,29000.0,2020-05-24,145,4,1,2,4
794,zN4DlS9C50sUH2j,100,1.0,17500.0,0.0,0.0,1.0,1.0,17500.0,17000.0,2020-04-25,116,3,1,1,4
795,IiAvMjX2V0BJgBB,100,1.0,34500.0,0.0,0.0,1.0,1.0,34500.0,30000.0,2020-01-22,22,1,1,2,3
796,T03Vx2VbejpoJq9,100,2.0,46000.0,0.0,-35.0,1.0,1.0,23000.0,15000.0,2020-02-14,45,2,1,2,3
797,1UyXMnWNfjTFQsp,100,1.0,30500.0,-2000.0,0.0,1.0,1.0,30500.0,24500.0,2020-02-02,33,2,1,2,3
798,fVdb9vdWUNpbthQ,300,4.0,83700.0,0.0,0.0,1.0,1.3333333333333333,20925.0,7175.0,2020-06-20,172,4,1,2,4
799,kVRriR3F3Gn2qGR,100,1.0,40000.0,0.0,0.0,1.0,1.0,40000.0,40000.0,2020-06-16,168,4,1,2,4
800,ZvkHTCohKsiUgsF,100,1.0,36000.0,0.0,0.0,1.0,1.0,36000.0,32000.0,2020-03-12,72,2,1,2,3
801,RZMnFWidB9XJvvp,100,1.0,14000.0,0.0,0.0,1.0,1.0,14000.0,8000.0,2020-03-06,66,2,1,1,0
802,zPr83tqOAluptxQ,100,1.0,17900.0,0.0,0.0,1.0,1.0,17900.0,11400.0,2020-01-19,19,1,1,1,0
803,90rhf9b0kDUaBnC,300,41.0,1478100.0,-2048.7804878048787,0.0,1.8636363636363635,6.833333333333332,36051.22,24265.85,2020-06-28,180,4,3,4,1
804,18Bc8bBq9YlmnJV,500,68.0,2820600.0,-2073.5294117647063,0.0,2.833333333333333,11.333333333333336,41479.41,28450.0,2020-06-28,180,4,4,4,1
805,1QBhsHLHeOC11jt,100,1.0,23500.0,0.0,0.0,1.0,1.0,23500.0,16000.0,2020-01-05,5,1,1,1,0
806,M8MjLvedgW91k6h,300,36.0,1241640.0,-1625.0,0.0,1.7142857142857142,6.0,34490.0,30587.22,2020-06-29,181,5,3,4,1
807,5aQ4plFDnlQVEhh,400,49.0,3603200.0,-510.20408163265313,0.0,1.96,8.166666666666666,73534.69,28346.94,2020-06-26,178,4,3,5,1
808,hWRZfJWKrYhtmfn,100,2.0,13000.0,0.0,0.0,2.0,2.0,6500.0,3000.0,2020-01-03,3,1,1,1,0
809,aBL8IwSZjRrjK98,100,1.0,19500.0,0.0,0.0,1.0,1.0,19500.0,10000.0,2020-01-16,16,1,1,1,0
810,5Xfa6quKZxz5dlD,100,1.0,39000.0,0.0,0.0,1.0,1.0,39000.0,36000.0,2020-04-09,100,3,1,2,4
811,STUtbtVrjKeyVmY,300,1.0,9500.0,0.0,0.0,1.0,1.0,9500.0,0.0,2020-03-13,73,2,1,1,0
812,1Z9JsmRzyANqW9i,100,2.0,34000.0,0.0,0.0,1.0,1.0,17000.0,9000.0,2020-06-27,179,4,1,2,4
