vendor_id,if_affiliation,joined_date,bookmark_cnt,item_cnt,base_shipping_fee,commission_rate
mCiLRP4vvgZlUo0,True,2019-10-06,1182,24,2700.0,0.4
8MKBeI25mm5yyDf,False,2014-10-15,921,74,1700.0,0.03
Bps8xkAtF9sdFyy,True,2019-03-03,438,82,2800.0,0.43
qxTIYcELy8S1miT,False,2017-11-26,1695,23,2800.0,0.4
Ej2tIEU38u8jG1A,True,2019-10-27,1507,41,1700.0,0.19
oV2LSKavTyYMoKs,True,2019-07-23,103,70,2300.0,0.18
u1aFgTfnGMfUhdJ,True,2016-02-15,329,269,3000.0,0.23
Ux6tW5ouyGjd6bZ,True,2019-09-07,363,0,2300.0,0.3
3T6YLgusVbAc6Mg,False,2017-08-20,116,35,2000.0,0.29
EJLRyJdQYwj9uOn,False,2017-08-09,401,166,2900.0,0.42
E4h5eIzkJbmJ8Se,False,2014-05-01,3463,6,1800.0,0.1
AdjwXk7ntXsWiFe,True,2018-12-18,207,63,1400.0,0.15
C88XIxbQxLYM1zT,True,2018-09-18,198,79,2300.0,0.12
RA5hYgA0yAFsOMK,True,2018-09-11,215,114,2000.0,0.38
3P9b0hupP59aA3m,True,2019-08-26,2057,99,2000.0,0.1
tAVvB7LbwdLyQaH,False,2014-05-01,1757,37,1600.0,0.15
iuW4qdd6lorf4T3,True,2019-09-01,715,19,2200.0,0.24
B3r9Fq7JMtQbVeL,True,2019-06-19,98,120,2700.0,0.28
grBgTQXhYK5BUdE,True,2019-08-27,862,196,1200.0,0.02
s4CiJdl3Cus254J,True,2018-04-30,171,3,2000.0,0.25
XTSf63vIVNa4LRF,True,2018-04-02,112,110,2500.0,0.26
ndO4mXWMiSiDfk8,True,2019-06-22,1000,118,2300.0,0.09
EDN2t0yiW2oZoHq,True,2017-09-28,36,144,2700.0,0.26
ZLtcJc3BnVe1G9W,True,2019-08-21,574,118,2800.0,0.36
nhbx8BHUamP3BIH,True,2019-09-04,267,39,2500.0,0.46
t1qtU1zueftsP8z,True,2019-05-01,839,43,2300.0,0.23
l9GhzoktSe8UmcP,True,2019-07-16,141,65,2700.0,0.25
Ls2hcka4QoTTZWW,True,2019-05-19,390,138,1300.0,0.14
1Pd3YjhkSqBiPS0,False,2017-12-15,557,205,2400.0,0.19
6FOcnqVDVeEz2PM,False,2017-11-29,1661,117,1800.0,0.07
ZFBO2dtmlv6HAaI,True,2019-03-17,1491,165,1900.0,0.22
un9AHqHE75eEaSs,True,2019-03-17,77,67,1600.0,0.09
8DlnsIO1aIo6C3j,True,2019-04-23,564,27,1900.0,0.07
bBYeEY3x8ybaJzP,True,2019-03-17,302,68,2600.0,0.44
kQJr19CrJ5Fh4Zy,True,2019-08-25,525,19,2100.0,0.1
fQ9LVQK8GCrj7m3,True,2016-03-28,43,34,1500.0,0.13
d0Ki1SXwTGmJTZC,False,2014-10-24,1231,58,2600.0,0.65
D9fxMZ23KgnbaMg,False,2016-06-25,504,118,2500.0,0.21
pijLNGUgcp4xCZN,True,2019-07-20,406,114,2000.0,0.43
dG5NAEcAc1Gvkv9,True,2019-11-05,2092,225,3000.0,0.19
ahMZpEiNO2e3K8r,True,2019-07-21,455,50,2200.0,0.14
DZfsAP4J7Vop4hy,True,2015-08-22,801,27,1800.0,0.2
33of2Cy0GY3DRyw,True,2019-07-23,1104,36,2000.0,0.23
uHzw1Q1qhRp8Vda,True,2019-02-12,100,56,2400.0,0.32
AceC17Tvv6laz1r,True,2016-04-16,340,88,1700.0,0.24
bheaxaGd932Ejdg,False,2017-03-16,928,212,2800.0,0.26
gDMsS65tInhLvnk,True,2019-08-15,1304,157,3000.0,0.53
1NSaY5x7oMdSsUe,False,2015-05-29,697,28,1800.0,0.2
g1UeDQnkaZhOVKq,False,2014-10-13,1703,40,2100.0,0.41
Te17BreYXDHD6v4,False,2015-06-06,1816,2,2200.0,0.28
L0uEm8nzy4MllHG,False,2014-10-15,2013,54,2200.0,0.13
BuY93ym0FGC2HtP,False,2017-07-30,23,37,2400.0,0.4
rDi7606lGpm5eMy,False,2014-10-29,1305,184,2400.0,0.14
RAs885Ajxzijcei,False,2015-06-23,405,100,2600.0,0.43
xMiDeeBdb0F8gQk,True,2015-11-22,445,122,2600.0,0.37
kN1mTxda1vqYuYF,False,2015-07-14,232,37,1700.0,0.07
cGOYe4lmu4C2OGa,True,2019-10-15,728,57,2600.0,0.31
utueP6eusQ5ahVn,False,2015-10-23,686,228,2700.0,0.06
5e7gB2c1MttY1GE,True,2019-10-18,2590,64,1900.0,0.13
sSNIADgEkcpKNYV,False,2015-08-13,294,243,2600.0,0.15
tFuTkQ5q3O75Uv6,False,2016-06-29,920,13,2400.0,0.35
eL5BQryUsIC00FE,False,2015-05-27,1908,2,2100.0,0.18
mjDVz6zWSL41PlQ,False,2017-03-19,661,32,1900.0,0.01
RqxLfkabherlUMv,True,2019-11-16,982,71,2300.0,0.39
Kq2WpoOwrFP1dZo,True,2015-10-26,1009,299,2900.0,0.35
opVma5w4KO8cZqm,True,2019-10-06,2157,18,2300.0,0.34
KPfMWIFqcCnTWnZ,False,2015-04-12,1804,223,3000.0,0.19
6OvZAW1G6IfsCFP,True,2019-10-15,1761,88,2000.0,0.05
5g63YILAywXP5tP,False,2014-06-04,797,26,1200.0,0.04
mdAFqYVH4WrLQAH,False,2015-03-27,1937,2,1800.0,0.06
z8WIw8yFq7UIYju,False,2017-03-13,436,41,2200.0,0.34
Q79tJOaAnhHKKaI,True,2019-11-06,933,168,1600.0,0.24
hiKnOE29THMZXHr,True,2019-08-12,365,23,2300.0,0.21
HgrMq5GnW6ViEzF,False,2016-11-13,26,32,2100.0,0.37
ZHfGCLSb7wVFS6r,False,2015-04-05,1520,75,2200.0,0.07
uaLmiOmmRWa7H2M,True,2019-07-15,419,26,2500.0,0.29
MUgCgIF18f24a2K,True,2019-07-10,518,73,2700.0,0.43
3GcJtCgzNtgZe3U,True,2016-10-12,770,22,1800.0,0.21
40zrVS2G87IJPWx,True,2016-02-15,632,129,2100.0,0.07
eSJmnp9ZYHHa62G,True,2019-08-12,1956,166,2500.0,0.32
Myb7zeTG8TuTDlr,False,2016-08-18,277,231,3100.0,0.31
bwszMknpAQtK7g9,False,2014-06-15,2535,21,2300.0,0.56
B0Ayg8ZH1XSwGCQ,True,2016-09-07,2070,56,2200.0,0.19
huACl3KFveT0vYz,True,2019-10-18,1512,191,1500.0,0.36
tQBRWthkkUcWGfW,False,2017-03-08,197,140,1200.0,0.05
gmAfBpDf2YVZjVz,True,2019-11-11,1047,87,1700.0,0.08
ieBuzAi5sZ7YtqA,False,2016-07-25,368,34,1900.0,0.29
XvUEBywoYKHQdfe,False,2014-06-18,2023,107,2300.0,0.09
r5xoI3W4Ysitz4k,False,2015-05-24,1369,43,1900.0,0.38
LXrvp3K3F3Hkr7W,True,2019-05-08,167,9,2500.0,0.47
uyDsxtyVDHp7Lis,False,2015-03-29,2200,156,2600.0,0.1
tKz7laJeBoryLk3,True,2019-10-19,1201,45,2000.0,0.03
HyYfmvIdpjqdgrX,True,2019-03-11,839,22,2200.0,0.12
S71dceyyhCv1yFz,False,2015-07-23,263,114,2000.0,0.19
AWu6k1Z50ukMhL2,False,2015-04-05,1423,208,3300.0,0.34
w2QpfJ4XQ44gJ31,False,2015-07-05,1598,84,1500.0,0.06
b5dfucScLvc8JXW,False,2015-03-26,434,191,2800.0,0.39
VZPqfb94uW6K3pF,True,2019-05-02,272,197,1300.0,0.4
J0JmvH0R721Bl4b,False,2015-05-06,521,189,2300.0,0.17
BydeZTtxeRqW6WM,False,2015-06-15,767,81,2000.0,0.08
xkBK1UEEmrSRAFJ,True,2019-11-19,1231,267,1600.0,0.42
rKQmJuSGGuKE58R,True,2017-12-03,308,42,1800.0,0.31
fenz6doOMMk4Yxr,True,2019-03-17,306,44,1600.0,0.11
P6BhO0EGSSsV6b6,False,2014-06-05,1543,56,2200.0,0.34
ymBCpP0kA2nFo7Q,True,2019-08-27,142,6,2200.0,0.16
rTYoq6PIueTYSAr,True,2019-11-17,2171,103,2800.0,0.33
Fd0f6MyAemRZA69,True,2019-09-08,114,19,2600.0,0.4
ZX4aPkHzZJPMfBl,False,2015-04-16,1358,1,1500.0,0.03
sItDjnyguOpTtyo,True,2019-10-22,561,98,3200.0,0.45
27xqBGt3C0ghEz6,True,2019-11-12,2023,23,1500.0,0.03
S5Klail70izl7Mz,True,2019-09-07,95,156,2000.0,0.48
uhrdh64g9dMN6NR,False,2014-05-26,3230,37,1800.0,0.2
ddEuVVyHIIixLnk,True,2019-04-17,349,42,2100.0,0.14
K2ZWFDB44DkIHn3,True,2019-11-03,1394,40,2600.0,0.44
mLzHnTEnVPCKYog,True,2019-10-23,1828,56,2100.0,0.32
Le3aSKZy7lQraU7,False,2015-09-03,2058,166,1000.0,0.1
y9geQWhBFtE61Ss,True,2019-03-17,602,52,2500.0,0.54
jkdcYqNlGGpoM6p,True,2019-09-23,1699,82,1700.0,0.44
x52Yd736ryyzTG6,False,2016-08-24,537,126,2700.0,0.3
SNuelvOW2TSLn8X,True,2019-09-09,2322,92,1800.0,0.01
2kewPlsD9WSPfQS,False,2017-12-01,440,106,2200.0,0.08
vrxBE8pbf3GZgY6,False,2016-10-26,762,7,1800.0,0.05
zWkVIbgiZPy8tQA,True,2017-01-10,102,0,1700.0,0.22
qi8owtZegsl4YYv,False,2017-02-18,3,36,1900.0,0.28
lHWcekV1uX5e44P,False,2016-07-11,244,87,2400.0,0.36
tsGgVXobQA7d3tq,False,2017-05-04,956,115,2000.0,0.39
8510ydlfA1tbR5i,True,2019-10-26,1037,10,2000.0,0.05
kX0RqYKVMQ05G5v,True,2019-09-05,1019,124,2300.0,0.12
utxcMBF8Sajs5tL,False,2017-05-27,267,34,2000.0,0.24
areT4NYAV9LBQ7C,True,2019-10-06,2537,126,1200.0,0.28
XSsLNGeptNTiLIa,False,2014-05-31,2585,41,2400.0,0.39
6EFivafdDWUy1Vs,False,2014-05-01,2036,37,1700.0,0.16
jOcB9LtBSKKgDQk,True,2019-10-06,1760,80,1600.0,0.16
PCxjd6wrD2lCRRK,False,2015-12-13,931,50,2100.0,0.15
SmFWMDRrsBg3Ft7,False,2017-08-29,52,125,1300.0,0.25
gOH7icNT1GzXuOy,True,2016-04-20,1165,154,2800.0,0.19
zhD5dyoS8QdrAKO,False,2014-11-07,2178,120,1400.0,0.1
FalYLfLDGL67bwY,True,2019-09-07,27,266,1100.0,0.09
mkJhnf8psfP863N,False,2015-10-19,1327,76,1400.0,0.06
j57FFsgIeIKGI1s,True,2019-08-30,1262,51,2000.0,0.34
nXLz3ysYIgHd5X5,True,2019-01-15,1118,118,2300.0,0.16
u3tWV1KBKwr60e9,True,2018-10-10,834,45,2100.0,0.27
zmAYVoqFa9K8CQH,False,2014-11-21,69,88,1700.0,0.11
bto8x3xnErIF9xf,True,2018-09-23,109,101,2400.0,0.18
2b2Yu2NKkAzC8yM,False,2014-05-01,2517,23,1700.0,0.25
kiaL1uAfm6WhSQx,False,2017-03-29,155,181,1000.0,0.23
gaz2FiPJIQU1fbg,False,2016-05-29,2188,101,2800.0,0.23
DwJqhUEJkVJxTbA,False,2014-10-13,777,254,3100.0,0.54
yWNJuQnS8RIVSkG,True,2016-01-06,2195,40,2300.0,0.11
HqrEKYGKLizBsMM,False,2016-01-10,396,93,2400.0,0.31
HiuyEocXnm9PxqC,True,2018-08-05,283,80,2600.0,0.33
6fuNiimG4cPawiY,True,2016-02-21,1055,66,1500.0,0.05
zrGOcR9XdHEF5cg,True,2018-07-17,587,115,1900.0,0.27
1N6HxwKGmkDFcHw,True,2019-04-27,115,8,2500.0,0.34
LnCqctK5rLbK4fr,False,2018-06-12,670,61,2400.0,0.13
Lmdepynwc7flEHa,False,2016-04-12,2541,54,2300.0,0.3
ioANtwo4yP252MZ,False,2015-04-02,1916,123,2300.0,0.01
T3SzniAdXhKJKoO,False,2015-08-30,1452,140,2500.0,0.18
LEPRlNonusnW3Ba,True,2019-07-15,1897,148,2200.0,0.04
SVRO7qyGFsNyiPs,True,2019-07-16,838,116,2700.0,0.4
K1AIeONumn4xyb1,True,2019-08-11,1527,109,2400.0,0.21
d1bD5eri07UWpN7,True,2019-08-14,1478,163,2500.0,0.2
HR1ETGxGf9lvZ2L,True,2019-08-12,74,81,2500.0,0.1
dWcb7ZmhfnieQIX,True,2018-01-09,2054,67,1600.0,0.18
EN4d6ONpCvj14a8,True,2019-06-30,684,206,1100.0,0.24
bnXITOKWOktLUGG,False,2015-04-06,931,25,1800.0,0.29
g3Iy4sgtgjBYFto,False,2015-05-22,761,269,2700.0,0.14
DnHGoefU0iJDFur,False,2015-03-26,1321,100,2500.0,0.36
w0jk81UHyDHMTMf,True,2018-07-09,437,32,2200.0,0.09
h7h7nANqznxGNny,True,2019-07-14,2179,238,2800.0,0.28
quef26HsdnKkxZe,True,2019-03-17,29,69,2100.0,0.46
iJ8LpEWT5TmDZjY,False,2015-05-22,68,101,2000.0,0.17
1Nlp060nsaP2s7I,False,2017-04-29,1029,124,2700.0,0.17
5LnhMywl1sf6B1p,False,2015-04-03,1419,47,1400.0,0.07
kf76W985YY6yGC9,False,2014-05-01,2195,109,2400.0,0.44
gPIxRSkhb0WzL3R,True,2018-11-06,798,67,1600.0,0.45
km7ffZguDQDKxWt,False,2015-04-01,944,66,1800.0,0.13
R10zSu3of0Wj4Wo,False,2014-06-02,1892,53,1900.0,0.07
e8dAcUOQkkpdtlP,False,2015-04-20,658,64,1900.0,0.15
hudaqWMcDh54jOg,True,2019-09-23,696,71,2700.0,0.38
PFGx4mgB9CLwbbw,False,2017-08-30,455,97,2100.0,0.1
MYkfKx5S5OctTkF,True,2019-10-14,1114,85,2600.0,0.09
3qxE9AfGignBgNE,True,2019-11-11,2562,138,800.0,0.04
Lu0pqsBCFIXXNtG,False,2015-03-26,1859,184,2400.0,0.14
29jDfGOzK53rNY3,True,2019-09-16,1056,11,2100.0,0.2
AKtU25fJqisrrZF,False,2015-04-07,225,274,2900.0,0.19
lWQ8G4LHPWDupfr,True,2019-03-17,121,117,2800.0,0.31
s8WjSnVpjXBKAz7,False,2015-05-22,179,92,1800.0,0.08
cCzmBtbvgRhagdD,True,2019-03-17,540,3,2400.0,0.3
8LENt6CZ8yJhgfS,False,2014-06-01,1782,43,1600.0,0.14
rRt0tlYQrEbheRh,True,2018-05-28,643,38,1400.0,0.03
F8HN5v8cUQ1AXjd,True,2018-11-15,95,43,1900.0,0.14
6xyhiNnQ4Em53Oc,True,2019-08-15,1950,155,2500.0,0.36
rPlWS7fcnffLnOw,False,2014-09-15,1739,17,1700.0,0.08
lluEOVaTLHx2iXQ,True,2019-10-03,1803,307,1400.0,0.54
6KsNvT7mUM3gtMb,False,2015-04-13,1430,41,1700.0,0.04
9P7dgGYlRHlQfAJ,False,2017-03-17,1054,120,1400.0,0.01
P9apQQxw6zcumlB,True,2019-07-15,2069,94,2400.0,0.57
5uXHy62VfrImJOD,True,2015-10-27,140,103,2200.0,0.06
mfirMS3rzSv1xh3,True,2019-07-10,624,23,1800.0,0.16
rKSFZFdhdVQGIuD,True,2016-07-13,915,40,2500.0,0.35
5weIfCnhbHWM08e,False,2014-05-31,768,11,1200.0,0.09
rOWgJdekl17bD4E,True,2016-03-28,2081,65,2400.0,0.61
KukYPvpO3YN66sl,True,2019-10-13,986,167,1600.0,0.21
CcLQ5Or0aqrgNl2,True,2019-10-03,1984,175,1700.0,0.26
EJXX7xZ2fFjBRrF,True,2019-07-27,472,74,1800.0,0.26
1zvq75PVR8aASwk,True,2019-07-15,267,163,1200.0,0.02
1EGbKVzhuzHbWre,True,2016-08-16,343,43,1900.0,0.18
hMubSaHxjMxgZEk,False,2015-04-01,1294,211,2700.0,0.09
bbtFoeaCCpjsqfE,False,2015-03-31,2439,10,2000.0,0.25
iCi3a6z4jVDTZs1,True,2015-03-09,2162,22,2100.0,0.27
QaWZnZH9CoPXGCU,False,2018-01-16,1061,107,1400.0,0.4
dZ9KcYx8hXFTrB8,False,2014-05-01,2007,300,2900.0,0.28
HrNVASvcSNJhpLi,False,2017-10-30,134,33,1700.0,0.14
sIDTKfhckKyBF1g,True,2019-05-29,16,34,2200.0,0.14
tOjPlQpqXqPlWd4,False,2015-03-27,1923,70,2300.0,0.26
WoZNJhlCQuy9FWE,True,2019-06-18,319,22,2700.0,0.37
iB5HoNrTyT6PXrX,False,2015-03-28,982,142,1600.0,0.29
T4HUZiFB17Jpq0b,False,2017-01-20,598,4,2100.0,0.07
DAIV8KHucImGaaC,True,2019-06-07,847,52,2200.0,0.48
xBSRRwowFGx49wK,False,2018-01-15,1187,109,2300.0,0.34
iG0s6TRz3Qcb5HQ,True,2019-05-29,97,48,2600.0,0.25
fnTbbc910Gq84tK,False,2018-01-14,99,118,2200.0,0.02
aprbhD3AjxmAPBZ,True,2019-10-05,776,303,600.0,0.09
sd5QYiygIXszkp1,False,2015-05-21,535,143,2300.0,0.17
vV4WaUA42VUlWI6,True,2018-10-10,626,64,2300.0,0.35
tipyvuIKI8NDRqz,False,2015-05-04,222,144,2600.0,0.49
Zxu256aa9kSRrl4,False,2015-05-20,537,10,1600.0,0.04
Qp5G48JdIu4N3GV,True,2019-10-06,1758,41,2600.0,0.34
6YdLmMp9y9g1x2b,True,2019-10-23,334,165,2000.0,0.51
mcWf889Z6HLHHws,False,2015-05-22,976,67,1400.0,0.11
93DlCayPBJ4VevF,True,2019-02-20,612,127,2000.0,0.41
Kr4f0pJpkx27TTx,False,2014-06-06,1189,118,1900.0,0.12
j1q53sWv7UbrNr8,False,2015-06-18,877,37,1800.0,0.35
TlaR7xWi2zfK03m,True,2018-06-10,163,14,1900.0,0.21
6ju30XSonRCQAZZ,False,2017-01-18,1304,179,1700.0,0.41
nH9PTiZ9qVksn47,True,2019-03-17,324,151,1500.0,0.24
sRSoZ4FsgR4gCES,True,2019-08-20,1900,101,2400.0,0.37
excNYJHuBNs0lHU,True,2016-01-23,411,15,1800.0,0.22
QOVz26VKBFchYKl,True,2019-09-18,773,75,1800.0,0.21
j48mu2A9JuZ4yLP,True,2018-12-12,1626,228,1600.0,0.32
RYDKzrEwOohusAM,True,2019-06-08,532,35,1700.0,0.23
EQr0gAbMiwzb3b8,True,2019-10-13,1139,60,2800.0,0.5
KGrpeUkXrEnmG05,False,2015-05-19,410,102,1200.0,0.16
uUKTG66onDTIvLb,True,2019-03-13,1555,225,2800.0,0.31
xo0YY2NF8qnZGHV,True,2019-03-17,1102,184,2900.0,0.42
BjfKgKirlav3XgZ,True,2017-09-04,156,89,2100.0,0.17
5gUDQbjMdN3eSli,True,2017-11-16,479,106,1700.0,0.21
6kZBLiWlndHabdF,True,2019-08-18,1521,37,2100.0,0.21
TwxBqpwHzUQ5M9R,True,2019-09-29,2297,189,1400.0,0.27
orNOu1B7FVXrEAA,True,2019-07-24,84,198,1200.0,0.05
3LPQFFPeLXGVit4,False,2014-05-01,1996,134,2300.0,0.17
Y31GLOZZ9kdttMP,True,2018-12-20,747,7,2200.0,0.2
RwcYQUV2BzCdWmx,False,2014-06-09,1668,1,1800.0,0.27
7WZZ2BiSMYpLpK4,True,2019-07-18,14,75,2800.0,0.35
pgvPzoxRGeQjQjo,True,2019-03-17,1255,209,2500.0,0.17
raKJ2VLp5CJt2V1,False,2015-03-26,1248,130,2500.0,0.27
p3FKkeVFmq3aAHM,False,2014-05-27,1634,131,2100.0,0.07
XTbImkEE0o5hEsm,True,2019-09-21,1522,24,2500.0,0.63
ZsrUvn7mF2r77fq,False,2015-06-24,1122,53,2100.0,0.01
NUAiwefZMd92sLJ,True,2019-09-20,625,38,2800.0,0.21
UPg1ERz6vZu1MmJ,False,2019-02-27,240,42,1900.0,0.32
JJ1ecPPcaafutbZ,False,2014-06-13,1554,57,1600.0,0.15
4EENV8QMimaLeLK,False,2015-06-29,1705,129,1400.0,0.15
3zl7kesJHJj0SHh,False,2014-05-27,2543,237,2900.0,0.22
6I8MIU0AazpJW57,True,2019-09-01,130,22,2100.0,0.11
MfQxiMXb3cd2AXT,False,2015-10-23,438,70,1900.0,0.09
TOWyOtxRiO73VIz,False,2015-02-03,2776,43,2000.0,0.19
qD7tyjtqmhDJQue,False,2015-05-18,8,113,2000.0,0.02
foOdE72yaTNqEff,False,2015-04-01,2321,47,2100.0,0.21
uZof6xqnYSZTA0E,False,2017-05-12,1310,39,2300.0,0.35
UGSrXSYntNI1Nhn,True,2019-10-29,2339,101,2000.0,0.29
0DSFOy3RtVKoH57,True,2015-10-22,637,102,2700.0,0.54
7I6Nf8oqHLK8Yji,True,2019-07-07,185,32,2600.0,0.35
x7l6jq2v3QkYGzl,False,2018-05-04,897,212,1400.0,0.12
QikUmftyUWzhzeg,False,2014-06-04,2356,4,2000.0,0.22
eCR4wNwWxjnokW7,True,2019-11-13,1487,122,1100.0,0.01
5CAKJUY31GPyxGz,False,2016-12-04,489,158,2600.0,0.23
meMl8BI3W4Fpj1n,False,2014-09-18,1618,20,1900.0,0.21
ZqaxxuovpRH2xB6,True,2019-05-08,542,2,2100.0,0.15
Tsjuso2Ko7iHtBd,True,2019-07-30,568,8,2000.0,0.21
QUbBFDConqST1LO,True,2019-07-29,489,57,1900.0,0.27
kmhRAFRvjE9BwGB,True,2015-01-04,2233,95,2100.0,0.01
3QlaSKCEuFKEVET,False,2017-07-01,319,48,2000.0,0.34
RBw2FUqQ7CuksIu,True,2016-09-06,812,81,2300.0,0.21
m2ZPjzsHb80hQ10,False,2015-03-26,1018,36,1900.0,0.36
OryGavREMqsgc1J,True,2019-10-14,100,21,2700.0,0.3
vBaCrMnPXky2Y13,True,2019-03-17,356,131,1400.0,0.1
yj6PeBOAVkr9XN2,True,2019-06-02,1014,59,2100.0,0.12
04HmJGNKnww1ZYR,True,2019-10-06,1431,50,2100.0,0.28
suPJSA4gDVknAuh,True,2019-10-16,859,124,1600.0,0.14
zz1Fu0riKPZ12nZ,False,2016-06-12,295,102,1700.0,0.04
c3sTBhYyQBrDYvb,True,2019-03-17,657,97,2700.0,0.14
aEey5yjiuteUKZO,False,2014-05-01,4132,42,2200.0,0.34
n24HrhToYkjwtHZ,True,2019-10-08,580,95,3000.0,0.43
1bxqN65Cz32swBa,True,2019-08-19,1890,62,2200.0,0.3
fwca3UbucLUgoI5,False,2017-04-13,1282,187,1000.0,0.02
qLuLf0cFJqFvklk,True,2015-10-12,287,57,2000.0,0.26
tg0BrkBB1rCXnWR,False,2014-05-27,1903,258,3300.0,0.62
3P1DuoO6Rhz6LmI,True,2019-07-31,1391,17,2000.0,0.25
jkqUZIvMxrHH2qF,True,2019-02-21,1121,248,1200.0,0.2
zYmstUoLvOYdHZg,True,2019-08-14,1588,206,2800.0,0.34
z7dacZzIWcIN0yr,True,2019-10-17,65,120,2200.0,0.29
UsBUf5yV7bbkO7z,False,2014-05-01,2286,121,2100.0,0.17
5mmHDHaTY6Dm1ah,True,2019-08-27,1376,118,2600.0,0.27
4SvFpJuzSwKHTdN,False,2016-08-10,448,77,2500.0,0.24
6qTNrtCA6bH8BLP,False,2017-10-25,188,47,1700.0,0.16
lD9swP4QwQoVX5L,False,2015-05-26,1582,67,1700.0,0.24
xHD5wjOhzNrLh3g,False,2015-05-01,1386,9,1700.0,0.16
RE2huFUmpBecy11,True,2018-11-18,541,2,1800.0,0.07
D7TyzFA8HDMgQJZ,False,2014-05-01,3175,135,2600.0,0.15
mYb8eDFMkFIhlcG,False,2014-08-05,1272,74,1800.0,0.08
VqeZFrcsXYTcd6U,False,2017-01-15,914,126,2700.0,0.24
ZUPUaUauiJ0VhFz,False,2014-06-13,1083,102,2200.0,0.2
dYTFd7PZxVczGty,False,2015-04-24,1546,191,600.0,0.26
WBIjBN2SBF1yW1i,False,2017-02-05,483,163,1600.0,0.44
Cbdo93xwhqZNqVw,False,2015-10-15,922,95,1600.0,0.15
JCeQ1wL6VrdyO0b,True,2019-11-25,3777,24,2800.0,0.4
qebMJsMYeBcuhkA,True,2019-03-31,2126,65,1800.0,0.26
QMCW4yFFswDpnEN,True,2019-10-29,1436,203,1500.0,0.17
lg5N5HUFnBYpltB,True,2019-03-17,177,88,1400.0,0.04
8Hu7EWXiD74TatD,True,2018-04-29,1045,30,1300.0,0.12
eaaelE04DHtKZNL,True,2019-10-21,463,203,1500.0,0.07
eiD38smxz5n55L3,True,2019-03-17,669,139,1800.0,0.33
pSzknNNm3j0zzdE,True,2019-08-06,179,22,1900.0,0.06
rQ5L2NCTLBBRdOk,True,2019-05-20,61,95,2800.0,0.24
RKtcvLQwcyfGP4l,True,2019-09-25,1404,74,1700.0,0.11
oaYa5BeO8isgviG,True,2019-10-18,1256,185,1400.0,0.12
MISOmRtM70Tj27R,True,2018-09-10,292,32,2400.0,0.44
1ruxJM6bSVv3nsA,True,2019-08-31,561,147,3100.0,0.36
XVKVfbTsMMKXb8I,True,2019-05-03,593,49,1600.0,0.03
bDaOQxVX71TqFNA,False,2017-03-03,79,39,1900.0,0.13
BpLchdpbbDDIQcw,False,2014-12-05,2309,111,2800.0,0.28
5sfVjBxLILDrqsT,False,2015-10-31,1112,49,1600.0,0.01
fr7QcbdTbApPpM5,False,2016-05-30,314,21,1900.0,0.14
0ysz9R2V8HEwPFb,False,2016-08-26,187,62,1900.0,0.03
rsDmbDpfLRwPZkF,False,2015-08-05,576,38,2300.0,0.27
YYUX7PVEfAHFT3r,False,2017-01-08,15,41,2100.0,0.16
hk95Z65W5wppCNz,True,2016-02-27,334,12,1800.0,0.29
5MYNr8sxvrHj2LS,False,2017-09-11,659,103,2300.0,0.02
GnEIvaVqtfjf3WC,True,2016-09-18,879,94,2200.0,0.08
gkzPGvrwFXEP5kO,False,2014-06-03,1947,177,2800.0,0.31
KjDt8Rc0P5nIBMt,True,2019-09-24,1240,71,2700.0,0.53
WArhEsz0mGASrQS,False,2015-05-13,107,67,2100.0,0.27
oJ9uQdELPhAWZeY,False,2016-09-12,795,320,3400.0,0.52
sbAZ8icouXrsk9p,True,2019-08-24,688,94,3000.0,0.5
x3bwYxc5vXoeied,False,2014-06-01,1137,293,2700.0,0.02
dzKpnuNL6uBcgzJ,False,2014-09-25,760,151,2300.0,0.19
ha5s7n9X73GTt5e,True,2019-10-07,2035,0,2200.0,0.43
BL4GfJri0S7JACY,False,2014-05-27,1771,248,2900.0,0.33
HVq5xwLcxtZxfTQ,True,2015-10-22,360,241,2400.0,0.12
oqZaoBI1pZeLEMZ,False,2015-01-26,1889,112,2700.0,0.24
RptSanFzHX02UAY,False,2014-06-05,2059,122,1200.0,0.08
JaHPePA4QhBcZsY,True,2019-07-31,1319,51,2200.0,0.23
XkE9ik1OVecXwEh,True,2019-07-28,955,201,900.0,0.21
7CxZ3HsOvSbghnB,True,2017-02-20,432,13,2000.0,0.22
tou88Udw19VYdWZ,True,2019-09-01,1652,12,2200.0,0.37
jxB3xjQDZddjL6l,False,2014-06-13,1101,167,2500.0,0.19
erH8RmmsYHt1mrV,True,2015-12-09,621,180,2400.0,0.12
4dRmGWO67Q6UKlc,True,2019-10-18,1417,90,2200.0,0.4
dA058bxgnjNLS5t,True,2015-08-24,1671,46,1800.0,0.08
qAJsjNhltgQkWel,False,2014-09-12,2322,110,2700.0,0.32
rvx12BNUJWCfWay,True,2019-01-21,316,56,1700.0,0.17
2a4wChJb0rhBWdB,False,2014-06-04,2436,103,1900.0,0.23
LsNSddR62gZIN3I,True,2019-09-10,125,98,1800.0,0.05
ILgZZjreaBNrN2U,False,2014-06-22,2123,173,2500.0,0.12
EjmzPjKM9XA8TRi,False,2014-06-03,994,269,2900.0,0.21
8c8S2yxG30Dzw5Y,False,2015-04-01,2107,115,1600.0,0.22
AACBc439g5DsIZM,True,2019-03-17,764,17,1900.0,0.17
