user,item,item_group,rating
08riK0hpW7dz7R2,tPZujki1zB8ki6C,8,4.0
r5gO5DlwkZOL0Qa,tPZujki1zB8ki6C,8,5.0
u4nZIKv8J2r13ld,z4at4KS4XcfTtuk,10,5.0
oi2ut5f6cvXqQXA,YACOglGTraEZyyL,44,5.0
8Cphaxf35hT4QBC,0tiEvRAbR5uN5j1,44,2.0
HItKpPiwfiP3Qek,DaptjwmB8A8Hgnt,15,5.0
jTHI9qHHE8CCEm3,DaptjwmB8A8Hgnt,15,3.0
Osubev9JrojEuW3,GVkgNBaiGACljKG,11,5.0
djqlAb06ebJfInr,K7ow1keVzFCqqIx,33,5.0
oQoLvNIyDxG1Nbh,K7ow1keVzFCqqIx,33,4.0
j47w6AGmAIuXimD,K7ow1keVzFCqqIx,33,5.0
YJ6HuLOb303LpdW,AI86fSfTaJwWjdO,3,5.0
QMwLYXdq0EEZ0Dk,AI86fSfTaJwWjdO,3,5.0
4iENMhjzBaoogqg,AI86fSfTaJwWjdO,3,5.0
7vJML4CM7tvX5zE,AI86fSfTaJwWjdO,3,5.0
jWaH7AEUlmpIspo,LhO3D3ACj67RvcD,10,4.0
HY1XCLZ1yOZVol2,TgoKkbI3pY0gp6c,8,5.0
O95XoanAlzDOEg1,qQypjfQJmWmS26F,12,4.0
TsLnsTN0h6Im1Fn,qQypjfQJmWmS26F,12,4.0
hqqmMCOBPX6fYNG,MVWgN5UgNGp7TMf,44,2.0
HItKpPiwfiP3Qek,NZ7v7ZXk3kOcYL6,21,5.0
NEthwbhxH2wEorX,NZ7v7ZXk3kOcYL6,21,3.0
Wd8nLHCBHI6T7lo,NZ7v7ZXk3kOcYL6,21,5.0
yIIleBAEYBjQame,NZ7v7ZXk3kOcYL6,21,4.0
HErOjB5dp3HwX41,NZ7v7ZXk3kOcYL6,21,5.0
B7av49lo26Oz3wZ,NZ7v7ZXk3kOcYL6,21,3.0
TNQ7kIaBfrqFIrR,64TrZLUdVgIzVES,28,5.0
lJkfoUeURQwRQzX,XGgZaIaUmqTkmS8,13,3.0
zyRMFLOe9YAxpAL,XGgZaIaUmqTkmS8,13,5.0
7nSTSiOGinLA4j1,XGgZaIaUmqTkmS8,13,5.0
F9Pkyc61BJnJSgy,9rhaRR1uFTceJs7,44,3.0
TdUYdyA71iwHmVF,XJkkJ6tQ6HBgKcb,1,5.0
9jiiSjjKyzNFBfH,MVcLyloYOOtNU1A,29,5.0
p5ZguaFkCmfBJ1r,MVcLyloYOOtNU1A,29,5.0
uE6PvVF4vOP7YvH,bEfFVAM8ESi6AfA,3,4.0
7vJML4CM7tvX5zE,bEfFVAM8ESi6AfA,3,3.0
oWv7Vk4VWOyNpfV,bEfFVAM8ESi6AfA,3,3.0
ippnAjnOK5f2JAC,YOxNYi0werOXqmP,34,4.0
54oPEYak7VYVxQv,YOxNYi0werOXqmP,34,5.0
dvD13h9IFIULxrJ,xmtyIXA31u75CvX,44,1.0
cu7OS0SoiUu3ZCs,5nCsunqicOTUkJp,44,2.0
MxmbbwWPNpU9gze,8wEevWUB5d8zCNE,2,2.0
LddSt5oQ4SrKLtX,8wEevWUB5d8zCNE,2,2.0
tgx0kfw02g4KTMI,Al9WLDgG2HXBrYL,2,5.0
MxmbbwWPNpU9gze,Al9WLDgG2HXBrYL,2,5.0
Yn2MWGCX7lMU6i8,NPLTxyMZK63Xn25,42,5.0
TkBw6EYlxiUZA8n,NPLTxyMZK63Xn25,42,5.0
D1FeIUh3sXF4L7N,fRKyELEWWdQakSH,9,4.0
C5HAwzvZuKwP7I5,5xoNc4nZtXmCwzP,44,5.0
IbbgJJ3Tu74ym1e,gbyzuqO5tP0GkKW,38,5.0
XYS5uidtuDkZCBf,gbyzuqO5tP0GkKW,38,5.0
aU2onyCJrCEjRIY,gbyzuqO5tP0GkKW,38,4.0
7tuYKdtqKuNIJBJ,gbyzuqO5tP0GkKW,38,5.0
YfvBNyFX3izd3F1,gbyzuqO5tP0GkKW,38,5.0
TvPBwxaihpSz8dt,gbyzuqO5tP0GkKW,38,2.0
ZK57Q4WE5Gv9v9K,gbyzuqO5tP0GkKW,38,5.0
mQ1KegaBuG55LCG,3lAkXPN5ddAsoP4,13,5.0
jmqaerCq9b0wOZi,5sh86S0l2vWn4CY,2,5.0
tgx0kfw02g4KTMI,Wf5cVikHVgFpV6J,11,4.0
ptdvYxyPOVcA1ex,JK2O9yp6hlSJQsH,18,5.0
84IO5G7YW2Z9D5i,JK2O9yp6hlSJQsH,18,4.0
JEIO7DEQ3b9G9jk,ZJVtTz4sCTdKwzQ,9,5.0
IirwNaWwePIuwhz,ZJVtTz4sCTdKwzQ,9,2.0
dWUbsiaPami4XR2,ZJVtTz4sCTdKwzQ,9,5.0
cKOuHgnzFwaK3Iu,ZJVtTz4sCTdKwzQ,9,2.0
GFZRaPTqJUK8dFp,JdTSdLMSYk3cyIi,9,3.0
cHNSxIiOrQrI4y9,JdTSdLMSYk3cyIi,9,5.0
W5lOzCYf31Ny3Il,68zKVD3nbAXd6TQ,16,5.0
JscxPbTeFVuF6qI,68zKVD3nbAXd6TQ,16,5.0
gFjS1XdAvKnd16F,68zKVD3nbAXd6TQ,16,5.0
WIxzSGyWpJByqFu,u2ZvLk2yAX5jRDn,4,4.0
BFexuSNbQOoNkxu,u2ZvLk2yAX5jRDn,4,5.0
Mv2aUt7ALNDcxOL,u2ZvLk2yAX5jRDn,4,5.0
HErOjB5dp3HwX41,u2ZvLk2yAX5jRDn,4,3.0
HIMrPkatYxYJATQ,puZ9Z8p3lgyS5dd,4,5.0
tKkDQPwQEbgToFA,puZ9Z8p3lgyS5dd,4,5.0
eTK2aa5pMWehmS0,2lqf8mswNpHpcMu,29,5.0
72sDN1ge53RAXX4,2lqf8mswNpHpcMu,29,5.0
pcb5lOhNN6taFqN,2lqf8mswNpHpcMu,29,5.0
b7Qnd5YBAKx4sbY,oDXh5NAvHFjX4kY,28,5.0
TkBw6EYlxiUZA8n,oDXh5NAvHFjX4kY,28,3.0
Mnh8LIjpiS5M6wq,oDXh5NAvHFjX4kY,28,5.0
fPFNru4ETGvOAJB,LG9cEbqum7HHTGr,3,4.0
QwAuo1k1uWNLHE9,LG9cEbqum7HHTGr,3,5.0
FzUWQPfEqPDGFLB,LG9cEbqum7HHTGr,3,5.0
TmOkpAnsy5AHijm,LG9cEbqum7HHTGr,3,5.0
3HVngVpyCuSK8Ub,FEutP4D59Ff1eVZ,25,5.0
1IGK1GylPE3QOVr,d5IqVMLFjsBCtfx,21,3.0
frjY21Fi3skE1hj,d5IqVMLFjsBCtfx,21,5.0
ijxmdfL7QXBV2g5,d5IqVMLFjsBCtfx,21,5.0
zb14nqWd0Rjoud1,d5IqVMLFjsBCtfx,21,4.0
OzacO3gqXmDcwmf,d5IqVMLFjsBCtfx,21,5.0
Ndy286SCdtEb2PG,d5IqVMLFjsBCtfx,21,5.0
eNIXSMrkPIk7aKu,d5IqVMLFjsBCtfx,21,5.0
sj5BgunEjfXKgqI,d5IqVMLFjsBCtfx,21,5.0
thWUnRt1uE7br0X,d5IqVMLFjsBCtfx,21,4.0
HErOjB5dp3HwX41,d5IqVMLFjsBCtfx,21,5.0
Dco7JGqXAqrR9XY,d5IqVMLFjsBCtfx,21,5.0
7EVqB82HCospMpD,d5IqVMLFjsBCtfx,21,5.0
zznbW2JwgoZz6Mt,d5IqVMLFjsBCtfx,21,5.0
OGu4qxhDVXhnkKU,8heXYzUwxYFKTSB,38,5.0
FRmFDnCgdkySN75,8heXYzUwxYFKTSB,38,5.0
sj5BgunEjfXKgqI,8heXYzUwxYFKTSB,38,5.0
h6t61AVjQQn0Mxw,8heXYzUwxYFKTSB,38,5.0
LQnvWRyxX2O1mbS,8heXYzUwxYFKTSB,38,3.0
dFCOWh7nAMtNr3u,8heXYzUwxYFKTSB,38,4.0
mo2ICrcWuUIERVi,TxA8gbq5wYtb8s9,4,5.0
N9xhb0bVJBz2N1l,TxA8gbq5wYtb8s9,4,1.0
M1qjhhrN0sdnJ39,TxA8gbq5wYtb8s9,4,5.0
dxzJFUd0vzdvi6I,TxA8gbq5wYtb8s9,4,3.0
p85bycKkGjFCrxh,TxA8gbq5wYtb8s9,4,4.0
yOWL462Hr3fvl4B,TxA8gbq5wYtb8s9,4,5.0
O7m55HXLMTtQTY9,gAv4KmUSkmGP8OB,0,5.0
XQDQFBDWNmsgKBk,UPyKniyiUkqwHoV,18,5.0
dCXqzmvcQPxRYQL,rscJ2QlZknr6y9m,2,5.0
MUBbzmMH6ODMeNU,SRuCG2Fq2wVOgbT,11,3.0
erJE9kMOAlnuKCE,eE7npAWiRvZAkJc,0,4.0
suU3G5sVNEtgI2P,BGugYCZ7ZAsSUhY,39,5.0
cvftqZivGSkKvWt,YFmzyrJp8i5b2ZR,10,4.0
9jiiSjjKyzNFBfH,Km7aonoGY5FuHbO,1,5.0
VmzUYspH3dLm9xg,Km7aonoGY5FuHbO,1,1.0
jy8Jbys8uZxxpGE,mQLQ3ifCXkyJGKn,9,4.0
uxOYtwfrDTmypFE,GSEgMb0HGV3zF65,27,5.0
TNQ7kIaBfrqFIrR,HiTUdlhgwFkHZlG,38,5.0
5ZM3Od50a80IOZI,HiTUdlhgwFkHZlG,38,5.0
it16kX11GWLV1jA,HiTUdlhgwFkHZlG,38,5.0
X1WR2WB89ILGHHR,HiTUdlhgwFkHZlG,38,5.0
EvsKf6PKq9hEKP0,HiTUdlhgwFkHZlG,38,5.0
gWgcMwOgsXZXPky,gzwSk4e5bEFMabS,9,5.0
ZjTWwMHs6U5p7Cj,gzwSk4e5bEFMabS,9,5.0
63JkvSI79HWbMKN,gzwSk4e5bEFMabS,9,4.0
mR1jG5TCv1weQZ6,gzwSk4e5bEFMabS,9,5.0
rTl3nGrvscNhok8,6E6AdUauH4CSyuc,3,5.0
TAdYJV9MDqPQSAN,6E6AdUauH4CSyuc,3,4.0
cqAxMUjgKxuT7Mu,6E6AdUauH4CSyuc,3,5.0
UZsvZIbpjQrDFeK,NTACOhXOVlvzpxp,16,5.0
7ZjwhII5QFgHJUM,NTACOhXOVlvzpxp,16,4.0
btbqhbl0A3gdFwU,NTACOhXOVlvzpxp,16,3.0
08riK0hpW7dz7R2,enSRXRoGaoi6K2Z,8,5.0
yRJ8anV4aU9L8B5,bjLjNApowG3gQQc,44,3.0
oi2ut5f6cvXqQXA,vSIvsNsCzSbzlkU,0,5.0
RyMlAlt8mtXaqhD,vSIvsNsCzSbzlkU,0,5.0
Y6pWT91HGHq864C,B5LVwTWAjaAPmC1,13,5.0
23h5QYMhInsjkPt,UNFYWlJkO0iugAg,8,5.0
N1sghJ6JZEzUIyS,UNFYWlJkO0iugAg,8,5.0
N1sghJ6JZEzUIyS,jQyB2nM1ly2QGku,8,5.0
dFCOWh7nAMtNr3u,mS1rgtvo0M1XlHW,13,3.0
ZWaYDQI4e0SN1kR,22v3GQqn8rEZhFm,24,3.0
5i4GyDxrqg5NMvV,Q7tPeL3V05WAVPy,13,5.0
9Z7SFygeLhnBUms,Q7tPeL3V05WAVPy,13,5.0
iBojS6V0tnlitMv,Q7tPeL3V05WAVPy,13,5.0
icf5dXAP00VqSBm,Q7tPeL3V05WAVPy,13,3.0
v2JO06N24dUkETt,Q7tPeL3V05WAVPy,13,4.0
TsLnsTN0h6Im1Fn,Q7tPeL3V05WAVPy,13,3.0
BZpdjsFpcUzA0dF,kvyUSAQ1v5nbTFI,5,5.0
UZsvZIbpjQrDFeK,fbtJyGM6WW3UPzq,14,5.0
UZsvZIbpjQrDFeK,9YoulWmbJSXBZCS,14,5.0
yS0psG1szbQKj6t,fowL0IRnkplCrJM,19,5.0
ke6hYCKAFOpv9rr,bZ01A9ZQeWGP8TM,41,5.0
O8JAHUgtLsEVb2d,kSMgADDB1h4dqf5,8,5.0
zbJV9gc0fUsYETu,AXOwxjAVWSB0kCw,44,5.0
tKkDQPwQEbgToFA,AXOwxjAVWSB0kCw,44,2.0
WQhLPRnRzn45BMg,vPDnsX4dJVl5Yjt,30,5.0
Vzix22UkmUQAxhk,NWZfSkhz6evbAt1,13,5.0
SdcK6dKqF8vCYNs,NWZfSkhz6evbAt1,13,4.0
dvD13h9IFIULxrJ,0EparhhrOf7wGMt,15,5.0
QmgSEWfo1Q0yzWJ,jaUS2zIwCmnqltX,10,4.0
UM0J2D1hQRUnFF9,jaUS2zIwCmnqltX,10,5.0
YhEzsMDWBm5RZvr,6R6fRLhcXGI0D4v,20,5.0
b3GJMe1LIM4OBhR,6R6fRLhcXGI0D4v,20,5.0
ijxmdfL7QXBV2g5,6R6fRLhcXGI0D4v,20,5.0
W5lOzCYf31Ny3Il,6R6fRLhcXGI0D4v,20,4.0
Cl0ik15TXjDhqgo,6R6fRLhcXGI0D4v,20,4.0
gUadCmGjUMVpCo1,6R6fRLhcXGI0D4v,20,3.0
54oPEYak7VYVxQv,6R6fRLhcXGI0D4v,20,5.0
aYnHqhLOZbgv0se,6R6fRLhcXGI0D4v,20,4.0
s36xsVfCw9mNmZE,RJaSbPyLwK7kXRp,10,5.0
JBvyt05gLIK4P3A,RJaSbPyLwK7kXRp,10,4.0
OzacO3gqXmDcwmf,QK8ptjsrLCCAEOd,19,5.0
mQ1KegaBuG55LCG,QK8ptjsrLCCAEOd,19,5.0
BZpdjsFpcUzA0dF,0iRgI4IdWB7s3B9,5,5.0
ocwk5iBmBUFiNGw,Clirs4TgtN76Zrq,4,5.0
2lcPXMOkPL2PKHh,Clirs4TgtN76Zrq,4,5.0
COGr5plFal58PAt,u0bcP4WI1TfjAGb,40,4.0
jJopOXYmtFZVj5m,gzHLg3K6BLjufui,15,5.0
KVYtJibNolT1g9B,vQfeIsgtWdqL8t8,21,5.0
Lgb5rYXEuPcWu3g,vQfeIsgtWdqL8t8,21,5.0
LzwKLkcXwLJN56U,ENy4wauHWLNofae,3,1.0
8ljwTfvK5uKUZb9,ENy4wauHWLNofae,3,5.0
TAdYJV9MDqPQSAN,vzWavSW1Nh1FnPQ,0,2.0
u4nZIKv8J2r13ld,bmZWTEkE05URnZG,10,5.0
EtdAUjPmFvsKcSy,vZ4vjsqaGr99vck,1,4.0
QzCnr0ca1VYWres,vZ4vjsqaGr99vck,1,5.0
JOOhYqtHFQJPXDS,vZ4vjsqaGr99vck,1,1.0
pbsCwfCDrLJ16jQ,vZ4vjsqaGr99vck,1,5.0
NOcAJKrXit9ESoh,vZ4vjsqaGr99vck,1,5.0
Ewk2SST1kJOkRlV,vZ4vjsqaGr99vck,1,4.0
VrKAC48f6FwQl0y,TBajyC2xDpIgeEf,1,5.0
wVlCUOJJmLeyGpe,gyW9ZKZqA3ZtCtc,12,2.0
jd5UYRFghUoFDUU,yqtp6igPQQEJ4MW,24,4.0
TKWTXP2PHvEhA8Y,fC151E555MQC4FR,16,5.0
yS0psG1szbQKj6t,xWJX1gGeVAV3wtu,19,2.0
S4AJLaq9KS3T5jC,wbw2FqrZPNCp8pJ,44,4.0
LkJ97vL6L3M4qX5,g3Y1kYY64lefnJL,9,5.0
Qyfq8nSO7k3dYw7,g3Y1kYY64lefnJL,9,5.0
HB0z6BYedA8Ss4I,5oMU1oMt9mbhzc8,0,5.0
d54JRjbopS7uTNn,YYyXaPKUmmuoJYR,9,5.0
UVbl7ni5v2jkYwu,RIVcKZFI1kdXh0P,10,5.0
ahW6ZZlpbKZ9k4j,RIVcKZFI1kdXh0P,10,4.0
X1WR2WB89ILGHHR,KJ3rf2vL5yOlaTT,15,5.0
jy8Jbys8uZxxpGE,OPKbz0ncec9mGem,43,5.0
O2IfbRoGrjVrYdx,OPKbz0ncec9mGem,43,5.0
jmqaerCq9b0wOZi,OPKbz0ncec9mGem,43,5.0
WkmGqtP5tVA4aJz,OPKbz0ncec9mGem,43,5.0
PyUiKhqv8yNaMPd,OPKbz0ncec9mGem,43,4.0
8IFbcGGTAhnHHAi,rdsS4GZhqggCZBX,44,3.0
VyN1TR1GqaVaCVI,CARn7Macm7laH04,12,5.0
c71o4NBA4DEtkG6,CARn7Macm7laH04,12,5.0
9Z7SFygeLhnBUms,4lg0o1SnjoFA9sq,47,5.0
JLAsfvm2msx1Upm,4lg0o1SnjoFA9sq,47,4.0
5AT49toVDSYHZoa,4lg0o1SnjoFA9sq,47,4.0
gIx7pwaiayd9R50,4lg0o1SnjoFA9sq,47,5.0
A2SPfP2MG8zVgwX,4lg0o1SnjoFA9sq,47,5.0
qRU2lokDIvzDIAU,bREK0a5LhA6SspD,16,4.0
tAphydzCZUFfFLE,bREK0a5LhA6SspD,16,5.0
Ndy286SCdtEb2PG,6zuby456oM0DzZk,2,5.0
0BMi58DddNZD0cH,6zuby456oM0DzZk,2,5.0
TXbrH9wH8fZCCtX,8hlrrKzMF68aVma,0,4.0
6MlNRBAnyDM25d5,8hlrrKzMF68aVma,0,4.0
pitEm4ause2Yi5A,h9wGUKU95Mp2hiu,6,4.0
vsqgeNEtP1BeIuK,h9wGUKU95Mp2hiu,6,5.0
roR4YZyUWeAYZIy,vPx5tqZfGFDsS9B,30,5.0
NWVdgEeKdy8sGfp,vPx5tqZfGFDsS9B,30,4.0
Oy3u9jxIJlrD9FM,vPx5tqZfGFDsS9B,30,5.0
KKWyYp3OQ3T8daH,vPx5tqZfGFDsS9B,30,5.0
yOWL462Hr3fvl4B,vPx5tqZfGFDsS9B,30,4.0
jrHSckD2zdyPdXN,vPx5tqZfGFDsS9B,30,1.0
hzfHsJsyGKRfgsz,BnXUhgZFkT5wsDt,9,2.0
NWVdgEeKdy8sGfp,zEMgn9GlMO3jiWS,10,4.0
hTkPP9D3VsK3ywu,zEMgn9GlMO3jiWS,10,1.0
nuTF5MqabNlafKn,zEMgn9GlMO3jiWS,10,5.0
vUPEJ999G7spyeq,zEMgn9GlMO3jiWS,10,5.0
KKWyYp3OQ3T8daH,MgdmOPW5P4uK3L5,30,5.0
vUPEJ999G7spyeq,MgdmOPW5P4uK3L5,30,5.0
VrzJIgqYoBXBIKQ,xLKbSiylloatRpv,28,4.0
wpeH9ehKXeniHDp,QLsWHi5bYm5ZsOi,5,5.0
CGpA4zLiKWXvY4r,QLsWHi5bYm5ZsOi,5,5.0
dCXqzmvcQPxRYQL,0iyiThP7mAOzPZX,2,4.0
rOol0XBqJpgjoJP,Q25IBRj5xeJC4gW,40,5.0
czq5FFUODbOEhyR,tW9YZJdFbeCLXSt,10,5.0
lt2H1BFsgUuOXKm,tW9YZJdFbeCLXSt,10,5.0
jdfWMJGcUu3mcor,tW9YZJdFbeCLXSt,10,5.0
u0WZX2zUSYKrdEF,tW9YZJdFbeCLXSt,10,3.0
yUHWYL4Cbyxu40Y,X0f291tfZhsv4am,9,5.0
NvGaGGBUBsqfpq0,X0f291tfZhsv4am,9,5.0
R8nq5fvDjxdflXX,X0f291tfZhsv4am,9,1.0
eY1u9fVe8zPpEgs,X0f291tfZhsv4am,9,5.0
FzUWQPfEqPDGFLB,iCJboIFCkdIzqZm,43,5.0
mrStsj0iifdzAOg,iCJboIFCkdIzqZm,43,4.0
b8vylO7vK1Qg0F9,iCJboIFCkdIzqZm,43,5.0
c77rycq0A2wG6zh,iCJboIFCkdIzqZm,43,5.0
2zVHZVc7CHkOh0P,6K4K9A8TaXfmgsj,14,5.0
gWcAb6yqZXrNZlf,6K4K9A8TaXfmgsj,14,5.0
yrclZcxT44UpOJF,6K4K9A8TaXfmgsj,14,4.0
xFYZxZE9JWsCSQp,6K4K9A8TaXfmgsj,14,5.0
NgiIKjZUVZtoKtt,6K4K9A8TaXfmgsj,14,5.0
ijxmdfL7QXBV2g5,W7XD0OPYwgPXZlp,6,3.0
ZtYZ3hOc1FGNvN1,2SYBcc3u0Gs5rGy,11,5.0
wcuwFmwyPIbQPtb,2SYBcc3u0Gs5rGy,11,4.0
bBTWk8vQY65Dno8,YjjkiRMmgyj5QhB,10,4.0
JL6xk3aS3bb0cuo,YjjkiRMmgyj5QhB,10,4.0
u0WZX2zUSYKrdEF,YjjkiRMmgyj5QhB,10,4.0
zEW0UHWhobB3884,y4womMS9N2ItoGT,3,5.0
gUExxuaNe8Wmvwc,yUfxu0ad2uEInXJ,31,5.0
tFu2XlhM8tGiM4d,yUfxu0ad2uEInXJ,31,4.0
TDnha4dd8rClMjM,yUfxu0ad2uEInXJ,31,4.0
zoeNZY8KiBelpaQ,V7CFoEBv4EQtZOG,8,3.0
k8Y152SzuGHqY8T,oleweKmCrb0M5gs,9,5.0
XnPW66KTKYqBUSC,oleweKmCrb0M5gs,9,3.0
mdeaqmWb7S8M6ar,oleweKmCrb0M5gs,9,5.0
xHJLlDVCf51geVK,oleweKmCrb0M5gs,9,3.0
u0XxCg3ZAJTO6Te,oleweKmCrb0M5gs,9,5.0
cblt3PLG20fgHrb,oleweKmCrb0M5gs,9,5.0
l1As8dgiHqcgH1Y,ys84cQixi66VYZH,44,4.0
MpTbjqOyjx9kUX5,98ILXdCJe80eveU,19,5.0
soOwiwOwRUS3oDy,98ILXdCJe80eveU,19,5.0
YdM6e1H9Duvt2UO,98ILXdCJe80eveU,19,3.0
LJb4xXs6sqJ2JZ0,W9WbPxKlo67qfyg,46,5.0
7CkbJTUWEMwt1Ec,W9WbPxKlo67qfyg,46,5.0
d54JRjbopS7uTNn,W9WbPxKlo67qfyg,46,5.0
RyMlAlt8mtXaqhD,W9WbPxKlo67qfyg,46,5.0
72sDN1ge53RAXX4,W9WbPxKlo67qfyg,46,3.0
dkE0l13RemLK8x1,W9WbPxKlo67qfyg,46,5.0
p97e1ShJFDoCLzP,W9WbPxKlo67qfyg,46,5.0
IQ2B5f39f9RSD2J,W9WbPxKlo67qfyg,46,5.0
VrKAC48f6FwQl0y,W9WbPxKlo67qfyg,46,5.0
h6t61AVjQQn0Mxw,W9WbPxKlo67qfyg,46,5.0
yS0psG1szbQKj6t,pdouWXwilMM3vc7,19,5.0
yUhe9g4CeA3uJky,eS3AvHKvB1xBuWI,12,4.0
pEOVo6VWz83tkoz,sYeG5TK2kTzD0IG,29,5.0
ocwk5iBmBUFiNGw,sYeG5TK2kTzD0IG,29,4.0
qhlk0mNAvW5ZP78,sYeG5TK2kTzD0IG,29,4.0
MRgA9JBzpXWHaME,sYeG5TK2kTzD0IG,29,5.0
VrKAC48f6FwQl0y,sYeG5TK2kTzD0IG,29,5.0
jJopOXYmtFZVj5m,56YltoY5QsE11Ow,15,5.0
BWaqZYtTPDg6uTa,oPF0DNXpZm581S5,30,5.0
h4ZxteKcqFCa762,oPF0DNXpZm581S5,30,4.0
tceXnx6pbjqsukx,c9FWNI9ZmzYmBhd,6,5.0
tlaICKDWUfx2RbC,BCJhjBvQ0aARkDO,24,4.0
AzPOvpDoF4KMefL,JfJFRQFA30AhzcX,3,4.0
T3GmCTxSfsySCpC,iMi4DjF5hDySL9d,7,5.0
tAphydzCZUFfFLE,iMi4DjF5hDySL9d,7,5.0
PnoRhe0jYkfSqBV,C9W2YNIqjpK9lxW,12,5.0
wxlgExbluoPwcL0,C9W2YNIqjpK9lxW,12,5.0
CyHPy0eJGPS5CUm,vocFtA9jzGntBRq,40,3.0
IbELJygZCB88rXk,OMNWo2GNein6HFR,2,4.0
4uhvnXh6YDKEsnS,OMNWo2GNein6HFR,2,4.0
LQzkUujWWgn3gFV,OMNWo2GNein6HFR,2,4.0
TIW1nlHFfNkXJxH,OMNWo2GNein6HFR,2,2.0
NMN9pZ9HRHiOH6c,BmJ2lANrk6avxD4,1,5.0
qRU2lokDIvzDIAU,wcOhQqjmqOIUU3f,2,5.0
gBtHFIYz1oigMdn,wcOhQqjmqOIUU3f,2,4.0
WddXGGPEBtxgcKc,jBeOlaUpeM09mi8,11,3.0
yS0psG1szbQKj6t,0kyPs5mWeuhXGSd,19,5.0
ALKLbnXfIrGX0Ry,0kyPs5mWeuhXGSd,19,5.0
bEVybUfjir1eGcM,ULGN9yReirPDRmP,21,5.0
czq5FFUODbOEhyR,EgU2OvZ1HcWvzzW,44,5.0
1IGK1GylPE3QOVr,UV8BTjM27QYElLe,10,4.0
bBTWk8vQY65Dno8,UV8BTjM27QYElLe,10,5.0
rWQnROQfu3fpXYc,UV8BTjM27QYElLe,10,5.0
SXjqI7axp89BpEK,UV8BTjM27QYElLe,10,5.0
CMTh0kxiopmdT4i,UV8BTjM27QYElLe,10,4.0
rnHb8bGs8WZ2Mqe,UV8BTjM27QYElLe,10,5.0
t6dUYGhOGw37SMG,7pzBY9jxQvuVVyt,22,4.0
7zZNgQz1jEn1Hr7,7pzBY9jxQvuVVyt,22,4.0
LkJ97vL6L3M4qX5,CpwcqWTmu2nRBWf,9,5.0
SsY8KIrzOJrVESX,E541pe8sH40BP5K,36,4.0
O95XoanAlzDOEg1,6rmxJha7gT4kH6t,1,3.0
kfntSWgVWslolHh,6rmxJha7gT4kH6t,1,5.0
HOMyn3Q2dWA7cFm,6rmxJha7gT4kH6t,1,3.0
p97e1ShJFDoCLzP,XiN6XwHxQ2baMeO,5,5.0
yHkju8Ok2Ah7B8Z,OkqGlLn4nxVw8S2,12,4.0
RCLtHOJQIYilVgA,OkqGlLn4nxVw8S2,12,5.0
T02mzP336W8iXo0,OkqGlLn4nxVw8S2,12,3.0
vkWzSs3HZgCFwQy,OkqGlLn4nxVw8S2,12,3.0
TQkU4nZkvl3dwEZ,sKfTFlixhENA5rC,0,3.0
u0WZX2zUSYKrdEF,JC33cKMiVHExG0g,10,3.0
qGFl2fzCs5hlYJk,s5JzgmtSDrW3Jvu,26,5.0
uE6PvVF4vOP7YvH,s5JzgmtSDrW3Jvu,26,5.0
7o9YUcGI2Fms21Y,s5JzgmtSDrW3Jvu,26,4.0
HXxcc1qtRDHV5VQ,C4ZH8LLBLDFRUN6,39,4.0
fRXfIZwDgpCqlIU,Ocwe687niNL7Sjw,39,4.0
CAkUF34S2tQ3UMh,Ocwe687niNL7Sjw,39,4.0
v2JO06N24dUkETt,2B68mTBIx9xkzJI,13,4.0
jS8r6qiFiqi5HVW,2B68mTBIx9xkzJI,13,5.0
bBTWk8vQY65Dno8,odirsfUShYICTPF,14,5.0
X2PUKyP61DK7SLI,odirsfUShYICTPF,14,3.0
hqepeAXBQC7XoG6,Bmb1gNapNf46GZ8,1,5.0
OMRf2X0Eg4Eth9N,cDQSMQXAvlDDieT,13,4.0
23APVzWKHHRkY8L,ZlpxRynWK4DShO7,44,4.0
leMBq2Ue8GtPJxQ,dzOE8y5w4ruseGf,13,5.0
mNptnarq0O7VzQ5,Qv8BIuuYKXz1R3M,3,5.0
d54JRjbopS7uTNn,4HJyxidycMZGKI1,9,5.0
pZ265G9WwHq382r,33xMoDW6ZGossgY,19,5.0
AzPOvpDoF4KMefL,CSQ2q1iS2dCVeNv,3,3.0
GyDo4LuPZtRH28K,CIGMBWibrOpWbcw,44,3.0
Oa15XD9riblSLxU,CjdKv3LYylNtubP,44,3.0
NffJbThQEtXijVS,CjdKv3LYylNtubP,44,5.0
mdeaqmWb7S8M6ar,bXKrsbNpe3pPbcL,0,5.0
YExUCaviosYJBCb,bXKrsbNpe3pPbcL,0,4.0
dkE0l13RemLK8x1,1PkqVayeMzOZr1P,22,2.5
BHfwy6TAjBhcXL9,NhjvWLU3FG0C2rD,12,5.0
qZffTEkAAC5E47P,niEsJxhZ2J3tSTM,26,5.0
HErOjB5dp3HwX41,niEsJxhZ2J3tSTM,26,5.0
Zqj29g8jHKyPw6b,ZK6d2nb2ff13S8S,7,5.0
aMWHDNPijBNvHWb,P4LEJuaw7IIhbMz,36,5.0
iwSIh0jJJstomcW,P4LEJuaw7IIhbMz,36,4.0
dFCOWh7nAMtNr3u,5tNqPm396MkCF8F,13,3.0
XeIGB7ISWmda6Yv,VDgRxfVSWRNRcei,7,5.0
U6uWLqzEqBWIE9T,CTxvoPTILMW6477,31,4.0
